FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.5922070741653442,0.3544902205467224,0.010329517722129821,0.6172683238983154,0.4052921533584595,0,0.625545084476471,0.4676368832588196,0.0034431725740432743,0.54840487241745,0.4019539952278137,0,0.5382750630378723,0.4693466126918793,0.0034431725740432743,0.647159218788147,0.5315762758255005,0.005164758861064911,0.5302966237068176,0.5192270278930664,0.0,0.6003069877624512,0.5363536477088928,-0.0017215862870216371,0.5603793859481812,0.538083553314209,-0.0017215862870216371,0.6052314043045044,0.6482549905776978,-0.0034431725740432743,0.5575017929077148,0.6478056311607361,-0.0034431725740432743,0.6200439929962158,0.7471691370010376,-0.0034431725740432743,0.557655394077301,0.750896155834198,-0.0034431725740432743
5,0.5912866592407227,0.3534855842590332,0.010543987154960632,0.6199667453765869,0.40593862533569336,0,0.6244455575942993,0.46724963188171387,0.0035146623849868774,0.5496734976768494,0.4021305739879608,0,0.5406104326248169,0.4678879976272583,0.0035146623849868774,0.6449673771858215,0.5345810651779175,0.005271993577480316,0.5334604978561401,0.5201197862625122,0.0,0.5997388958930969,0.5351403951644897,-0.0017573311924934387,0.5600512027740479,0.5359127521514893,-0.0017573311924934387,0.6050468683242798,0.6475391983985901,-0.0035146623849868774,0.5549114942550659,0.6462504863739014,-0.0035146623849868774,0.6185415983200073,0.7454618215560913,-0.0035146623849868774,0.555667519569397,0.748539924621582,-0.0035146623849868774
10,0.5906301736831665,0.35316818952560425,0.010614466667175292,0.619897723197937,0.40501660108566284,0,0.6245494484901428,0.4645879864692688,0.0035381555557250977,0.5491346120834351,0.40172573924064636,0,0.5406007766723633,0.46650129556655884,0.0035381555557250977,0.6443635821342468,0.5356920957565308,0.005307233333587647,0.5336390733718872,0.5213186740875244,0.0,0.5996143221855164,0.5339486598968506,-0.0017690777778625489,0.5595904588699341,0.5349554419517517,-0.0017690777778625489,0.6050677299499512,0.6475129127502441,-0.0035381555557250977,0.5546042323112488,0.6467249989509583,-0.0035381555557250977,0.6180511116981506,0.7458641529083252,-0.0035381555557250977,0.554567277431488,0.7487833499908447,-0.0035381555557250977
15,0.589645266532898,0.3539385199546814,0.01042887568473816,0.6173179149627686,0.40411651134490967,0,0.6256983280181885,0.46128445863723755,0.0034762918949127197,0.5477920770645142,0.4023381173610687,0,0.5390840768814087,0.4674658179283142,0.0034762918949127197,0.6417733430862427,0.5277811288833618,0.0,0.5300121903419495,0.5259565114974976,0.00521443784236908,0.6014295816421509,0.538285493850708,-0.0017381459474563599,0.5601701140403748,0.540305495262146,-0.0017381459474563599,0.6048922538757324,0.6485462784767151,-0.0034762918949127197,0.5553917288780212,0.6473562717437744,-0.0034762918949127197,0.619257926940918,0.7474203109741211,-0.0034762918949127197,0.555870771408081,0.7488079071044922,-0.0034762918949127197
20,0.5914685726165771,0.355610728263855,0.01070740520954132,0.618678092956543,0.4058135449886322,0,0.6264393925666809,0.46895432472229004,0.003569135069847107,0.5472953915596008,0.4016759991645813,0,0.5388824939727783,0.4683973789215088,0.003569135069847107,0.6460193395614624,0.5330182909965515,0.005353702604770661,0.5314409732818604,0.5229343175888062,0.005353702604770661,0.6016048192977905,0.5387756824493408,-0.0017845675349235535,0.5598829984664917,0.5410057306289673,-0.0017845675349235535,0.6040951013565063,0.6510039567947388,-0.003569135069847107,0.5541410446166992,0.6488705277442932,-0.003569135069847107,0.6192646026611328,0.7485542297363281,-0.003569135069847107,0.5550793409347534,0.7497562170028687,-0.003569135069847107
25,0.5881734490394592,0.3534122109413147,0.010967633128166199,0.6213772296905518,0.4077928066253662,0,0.6372929215431213,0.47393226623535156,0.003655877709388733,0.5482596755027771,0.40315505862236023,0,0.5381762981414795,0.4734470546245575,0.003655877709388733,0.646044135093689,0.5291808247566223,0.0054838165640830995,0.5287714004516602,0.5188698172569275,0.0054838165640830995,0.6054103374481201,0.5417006611824036,-0.0018279388546943666,0.5628757476806641,0.5428025722503662,-0.0018279388546943666,0.6049738526344299,0.6552989482879639,-0.003655877709388733,0.5542740821838379,0.6561138033866882,-0.003655877709388733,0.6204206943511963,0.7488524913787842,-0.003655877709388733,0.5535749197006226,0.7474853992462158,-0.003655877709388733
30,0.5906797647476196,0.3583696484565735,0.010655388236045837,0.621105968952179,0.40697985887527466,0,0.6456621289253235,0.4588463008403778,0.003551796078681946,0.55007004737854,0.4083807170391083,0,0.5231380462646484,0.4685751795768738,0.003551796078681946,0.6859174966812134,0.4801326394081116,0.005327694118022919,0.477636456489563,0.4852270483970642,0.005327694118022919,0.6097142100334167,0.5359485149383545,-0.001775898039340973,0.5550785064697266,0.537329912185669,-0.001775898039340973,0.6065750122070312,0.6398971676826477,-0.003551796078681946,0.5562806129455566,0.6400080919265747,-0.003551796078681946,0.620934784412384,0.7409573793411255,-0.003551796078681946,0.5566985011100769,0.7474700808525085,-0.003551796078681946
35,0.5893747806549072,0.3584558963775635,0.00985320210456848,0.6179208755493164,0.403042733669281,0,0.6539412140846252,0.4219357371330261,0.0032844007015228275,0.5522328615188599,0.4055353105068207,0,0.5168269276618958,0.42941814661026,0.0032844007015228275,0.703649640083313,0.38432857394218445,0.004926601052284241,0.4776442050933838,0.38674336671829224,0.004926601052284241,0.6002349853515625,0.5338703989982605,-0.0016422003507614137,0.5588997602462769,0.5342559218406677,-0.0016422003507614137,0.604739785194397,0.6369760036468506,-0.0032844007015228275,0.549815833568573,0.6436730027198792,-0.0032844007015228275,0.617175817489624,0.7426373362541199,-0.0032844007015228275,0.5510313510894775,0.7428848743438721,-0.0032844007015228275
40,0.5805424451828003,0.35979005694389343,0.010038560628890992,0.6182529926300049,0.3980535864830017,0,0.662692666053772,0.39592835307121277,0.0033461868762969973,0.5513292551040649,0.4009060859680176,0,0.5023635625839233,0.3986843526363373,0.0033461868762969973,0.6986333727836609,0.3322316110134125,0.005019280314445496,0.4786760210990906,0.33574026823043823,0.005019280314445496,0.5992529392242432,0.5316480398178101,-0.0016730934381484987,0.5609224438667297,0.5311253666877747,-0.0016730934381484987,0.6027078628540039,0.6395105719566345,-0.0033461868762969973,0.5500910878181458,0.6433509588241577,-0.0033461868762969973,0.6194376349449158,0.7456095218658447,-0.0033461868762969973,0.5517222881317139,0.742273211479187,-0.0033461868762969973
45,0.5760757923126221,0.3567652702331543,0.01054185926914215,0.6099947094917297,0.3967679440975189,0,0.6495673656463623,0.36843666434288025,0.0035139530897140506,0.5397156476974487,0.39853334426879883,0,0.5087518692016602,0.37002336978912354,0.0035139530897140506,0.6778812408447266,0.30033594369888306,0.005270929634571076,0.4995637834072113,0.28233563899993896,0.005270929634571076,0.6039095520973206,0.5387113094329834,-0.0017569765448570253,0.5598958730697632,0.5396009087562561,-0.0017569765448570253,0.6028278470039368,0.6493418216705322,-0.0035139530897140506,0.5482465028762817,0.6487498879432678,-0.0035139530897140506,0.6194830536842346,0.749364972114563,-0.0035139530897140506,0.5514221787452698,0.7443597316741943,-0.0035139530897140506
