FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.0030172308906912804,0.28035953640937805,0.3391367197036743,0.21734075248241425,0.3847341537475586,0.5539144277572632,0.025820739567279816,0.35164639353752136,0.057141389697790146,0.5845882892608643,0.2977728545665741,0.7264677286148071,0.07657403498888016,0.7265002727508545,0.4869788587093353,0.6183468103408813,0.29584401845932007,0.67286217212677,0.39307188987731934,0.7868837714195251,0.2774696350097656,0.8276285529136658,0.40766042470932007,0.8315465450286865,0.3789491057395935,0.8304254412651062
1,0.037453122437000275,0.24622884392738342,0.34836292266845703,0.21209917962551117,0.39826029539108276,0.46843260526657104,0.044316790997982025,0.33493122458457947,0.08418688178062439,0.5260896682739258,0.3064364194869995,0.5746780633926392,0.1030702218413353,0.5832624435424805,0.47938716411590576,0.5997684001922607,0.29710653424263,0.6280165910720825,0.35585448145866394,0.6986505389213562,0.1457413285970688,0.7111842036247253,0.38376355171203613,0.7825076580047607,0.3388429880142212,0.7893403768539429
2,0.026151228696107864,0.2958984375,0.3178800940513611,0.19788554310798645,0.34400472044944763,0.45762762427330017,0.09091179072856903,0.3432619571685791,0.11269345879554749,0.5069910287857056,0.24255836009979248,0.5530437231063843,0.12133001536130905,0.5643309354782104,0.48697054386138916,0.5848250985145569,0.36293742060661316,0.6009796261787415,0.26232802867889404,0.6211510896682739,0.18824061751365662,0.6156938672065735,0.36172792315483093,0.7684251070022583,0.3524772524833679,0.771063506603241
3,0.04791337251663208,0.20424622297286987,0.28943413496017456,0.2133949249982834,0.3463113009929657,0.5005400776863098,0.08220431208610535,0.3052128851413727,0.10557575523853302,0.4904960095882416,0.23962001502513885,0.5953182578086853,0.08498847484588623,0.5116555690765381,0.47499698400497437,0.6011177897453308,0.346773236989975,0.6181808710098267,0.33048826456069946,0.7161979675292969,0.28770121932029724,0.7571966648101807,0.37186524271965027,0.8281359076499939,0.3804185092449188,0.8277033567428589
4,0.06222429871559143,0.23129509389400482,0.31292760372161865,0.19498103857040405,0.2541588544845581,0.41437864303588867,0.1740487515926361,0.28023412823677063,0.15768547356128693,0.4820960760116577,0.1567135751247406,0.3364291787147522,0.08845411986112595,0.47940129041671753,0.4840681254863739,0.5772348046302795,0.39274483919143677,0.5899109244346619,0.3360481858253479,0.7196065783500671,0.29040658473968506,0.7624396085739136,0.40369829535484314,0.7967246770858765,0.42060548067092896,0.7934207320213318
5,0.049527641385793686,0.2087925374507904,0.3354305028915405,0.22257456183433533,0.39709827303886414,0.5328488349914551,0.03849339485168457,0.3530183434486389,0.06218689680099487,0.5357844829559326,0.35727739334106445,0.6787722110748291,0.04046587273478508,0.6315163373947144,0.46288126707077026,0.60039222240448,0.2862306535243988,0.6268969774246216,0.3147602677345276,0.754766583442688,0.23329190909862518,0.7503458261489868,0.37192487716674805,0.8282678127288818,0.3604613244533539,0.808781087398529
6,0.05147306248545647,0.23437051475048065,0.3105894923210144,0.19516640901565552,0.326232373714447,0.4969291687011719,0.05805335193872452,0.34878847002983093,0.17471063137054443,0.533933699131012,0.24673420190811157,0.5678327679634094,0.1970088928937912,0.5470661520957947,0.4780683219432831,0.5916786193847656,0.3869585394859314,0.6028092503547668,0.30316096544265747,0.6001976132392883,0.27967727184295654,0.6250624656677246,0.35793086886405945,0.7979833483695984,0.3974015712738037,0.7824099063873291
7,0.054250191897153854,0.2349199503660202,0.3334659934043884,0.18852005898952484,0.30981171131134033,0.5008182525634766,0.05887528508901596,0.34276533126831055,0.103888139128685,0.5574288964271545,0.16021734476089478,0.5541216135025024,0.11159040778875351,0.5738734006881714,0.49333685636520386,0.5954885482788086,0.3530556857585907,0.6272691488265991,0.35160231590270996,0.6486345529556274,0.29197680950164795,0.7008244395256042,0.3995558023452759,0.8044867515563965,0.4447338283061981,0.8026224374771118
8,0.046974025666713715,0.25285303592681885,0.32527220249176025,0.21539227664470673,0.3483268916606903,0.5530614256858826,0.041439469903707504,0.37197232246398926,0.08783935755491257,0.5563494563102722,0.24036753177642822,0.6167162656784058,0.09886674582958221,0.6327340006828308,0.467379629611969,0.6009722948074341,0.2981822192668915,0.6271775960922241,0.3476535677909851,0.7210302352905273,0.21092158555984497,0.7043641805648804,0.38199079036712646,0.8051273226737976,0.35426878929138184,0.7931143641471863
9,0.07199229300022125,0.2123410403728485,0.31750553846359253,0.18253986537456512,0.23329280316829681,0.35780906677246094,0.09185361862182617,0.3276243507862091,0.1013132631778717,0.5170238614082336,0.1507592350244522,0.3154948949813843,0.057644959539175034,0.4350019097328186,0.4844350516796112,0.5475358963012695,0.3570859432220459,0.5853152871131897,0.27880457043647766,0.5423672199249268,0.17911039292812347,0.6002910137176514,0.3367767930030823,0.737841784954071,0.3138512372970581,0.7448838949203491
