keypoint,x,y,score
nose,0.48064324259757996,0.448412150144577,0.474906861782074
left_eye,0.5107083916664124,0.4265134930610657,0.7079988121986389
right_eye,0.47073671221733093,0.4221954047679901,0.6300947070121765
left_ear,0.5626921057701111,0.45256707072257996,0.647086501121521
right_ear,0.4714440107345581,0.4348195493221283,0.47087323665618896
left_shoulder,0.6494396924972534,0.5548720955848694,0.5096758008003235
right_shoulder,0.40614908933639526,0.5658722519874573,0.7185424566268921
left_elbow,0.6542191505432129,0.7586795091629028,0.39602288603782654
right_elbow,0.37648969888687134,0.7519535422325134,0.5010703802108765
left_wrist,0.5030925869941711,0.857520580291748,0.21461692452430725
right_wrist,0.34891268610954285,0.8639525175094604,0.3109445571899414
left_hip,0.5924085378646851,0.8892949819564819,0.6539841294288635
right_hip,0.4331718683242798,0.8876898288726807,0.6282915472984314
left_knee,0.5564504861831665,0.8901349306106567,0.07721854001283646
right_knee,0.35125502943992615,0.8814198970794678,0.04974053055047989
left_ankle,0.4712611138820648,0.8814569711685181,0.05410493165254593
right_ankle,0.46656882762908936,0.8857274055480957,0.041819725185632706
