FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.18751977384090424,0.46468695998191833,0.5027022361755371,0.5948739647865295,0.5370107293128967,0.860822856426239,0.17291276156902313,0.5833860039710999,0.055391259491443634,0.8097965717315674,0.31722819805145264,0.8260597586631775,0.028959130868315697,0.850495457649231,0.45769667625427246,0.951713502407074,0.23895126581192017,0.9226151704788208,0.2813977003097534,0.8433382511138916,0.025053568184375763,0.8828052282333374,0.2989390790462494,0.8350945711135864,0.29657936096191406,0.8332993388175964
1,0.19021400809288025,0.45922693610191345,0.4772443473339081,0.5996763706207275,0.549049437046051,0.8524410128593445,0.17802724242210388,0.6147813200950623,0.06127886101603508,0.8063976764678955,0.33552610874176025,0.8092426061630249,0.029328856617212296,0.8493447303771973,0.46902966499328613,0.959418773651123,0.2604098916053772,0.9511281847953796,0.2724226713180542,0.8546698093414307,0.03048417717218399,0.8871999979019165,0.2784550189971924,0.8387748599052429,0.275035560131073,0.8382963538169861
2,0.18836621940135956,0.4570390582084656,0.4766732156276703,0.5912666320800781,0.5522064566612244,0.8465045690536499,0.17081362009048462,0.5959280729293823,0.05874177813529968,0.8039848804473877,0.3471139073371887,0.8259098529815674,0.03294588252902031,0.8569151759147644,0.4561150074005127,0.9328242540359497,0.24028941988945007,0.919448733329773,0.2812651991844177,0.8463149070739746,0.027752427384257317,0.8831356763839722,0.29594454169273376,0.8354959487915039,0.277585506439209,0.8412582874298096
3,0.18183228373527527,0.45587462186813354,0.4807779788970947,0.5976349115371704,0.5561632513999939,0.8549677133560181,0.17741893231868744,0.6048669815063477,0.06247355788946152,0.8019046187400818,0.33465608954429626,0.8193804025650024,0.034581258893013,0.8546785712242126,0.4521258771419525,0.9516641497612,0.24766039848327637,0.9326951503753662,0.2682872712612152,0.8448512554168701,0.029622970148921013,0.8769618272781372,0.28612422943115234,0.8316969871520996,0.2854944169521332,0.8315199613571167
4,0.19837018847465515,0.45533010363578796,0.4830562472343445,0.5894083380699158,0.5536859631538391,0.8519799113273621,0.16749486327171326,0.6044192314147949,0.06358635425567627,0.8053455352783203,0.3345947861671448,0.8188030123710632,0.054479923099279404,0.8511906862258911,0.4635365605354309,0.9370769262313843,0.25916755199432373,0.9106873869895935,0.33222001791000366,0.8468722105026245,0.02939106896519661,0.883098304271698,0.28974664211273193,0.8380229473114014,0.2895817756652832,0.8367347717285156
5,0.19357287883758545,0.45683079957962036,0.47813940048217773,0.5883861780166626,0.5625097751617432,0.8537042140960693,0.18169766664505005,0.5998370051383972,0.07131459563970566,0.797165036201477,0.43895113468170166,0.7986634969711304,0.03703799471259117,0.8466923236846924,0.46158814430236816,0.9343917369842529,0.24103409051895142,0.9300646185874939,0.269918292760849,0.8403271436691284,0.026195500046014786,0.8849565982818604,0.24764412641525269,0.8544913530349731,0.202370285987854,0.8619481921195984
6,0.18296796083450317,0.45641371607780457,0.4725932776927948,0.5987353324890137,0.554840624332428,0.8591064214706421,0.17697498202323914,0.5997824668884277,0.07052390277385712,0.7990002632141113,0.3443591296672821,0.838430643081665,0.05181106925010681,0.849730372428894,0.45854148268699646,0.9459178447723389,0.243308886885643,0.9309296607971191,0.27322351932525635,0.8509790897369385,0.027565663680434227,0.8825165629386902,0.2779885232448578,0.8569018244743347,0.28005605936050415,0.8468900918960571
7,0.1836146116256714,0.4551490545272827,0.48382291197776794,0.5995528697967529,0.5525157451629639,0.8631930351257324,0.17127886414527893,0.6066819429397583,0.06806376576423645,0.8032559156417847,0.33588406443595886,0.8279616832733154,0.05435778945684433,0.8530383110046387,0.4672641158103943,0.9540630578994751,0.2610533833503723,0.9384998083114624,0.27081337571144104,0.8461476564407349,0.03024754673242569,0.882786214351654,0.2822014391422272,0.8502100706100464,0.28825241327285767,0.8392274379730225
8,0.184251070022583,0.4585908055305481,0.4791789948940277,0.5946089625358582,0.5477221012115479,0.8521475791931152,0.18257258832454681,0.5987453460693359,0.07914958894252777,0.7884981036186218,0.38612663745880127,0.8120231032371521,0.0368877574801445,0.8482087850570679,0.43838953971862793,0.9392125010490417,0.23464100062847137,0.922083854675293,0.2526198625564575,0.8412380218505859,0.025642095133662224,0.8783935904502869,0.2933260202407837,0.8377001285552979,0.19804590940475464,0.8649372458457947
9,0.1852189600467682,0.45433181524276733,0.48349806666374207,0.592115044593811,0.5501416921615601,0.8536083698272705,0.17769506573677063,0.6070054173469543,0.06945981085300446,0.7988929152488708,0.3883180618286133,0.8054900169372559,0.06317543238401413,0.8494405746459961,0.4663943648338318,0.9502612352371216,0.24206939339637756,0.9316798448562622,0.24817639589309692,0.836265504360199,0.026528887450695038,0.8772464990615845,0.19497261941432953,0.8606163859367371,0.16924744844436646,0.8643546104431152
