keypoint,x,y,score
nose,0.4743264615535736,0.4473610818386078,0.7031434774398804
left_eye,0.5065771341323853,0.4250032901763916,0.6401901841163635
right_eye,0.4679613709449768,0.42186570167541504,0.6966597437858582
left_ear,0.5640550851821899,0.4498586654663086,0.721478283405304
right_ear,0.4732234477996826,0.43503332138061523,0.5227091908454895
left_shoulder,0.6570479869842529,0.5573795437812805,0.6112146377563477
right_shoulder,0.4013640284538269,0.5656580924987793,0.7594904899597168
left_elbow,0.6538666486740112,0.7722921371459961,0.5011354684829712
right_elbow,0.3700995445251465,0.7515773177146912,0.4650339186191559
left_wrist,0.5060070157051086,0.8640007972717285,0.274019330739975
right_wrist,0.3699692487716675,0.871104896068573,0.31976616382598877
left_hip,0.5912396907806396,0.8867034912109375,0.6394433975219727
right_hip,0.42624732851982117,0.8793220520019531,0.4509991705417633
left_knee,0.5434123277664185,0.8994312286376953,0.045988067984580994
right_knee,0.33044642210006714,0.8786730170249939,0.045422110706567764
left_ankle,0.47432786226272583,0.8891664743423462,0.06498178839683533
right_ankle,0.4062100052833557,0.8992648124694824,0.03722583130002022
