FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.11037902534008026,0.50565505027771,0.46368134021759033,0.5778709650039673,0.5424677729606628,0.8661221265792847,0.1173832044005394,0.6250618696212769,0.0058840117417275906,0.831737220287323,0.39671534299850464,0.8446936011314392,0.051625918596982956,0.844314455986023,0.4762158989906311,0.8900994062423706,0.23645751178264618,0.8970947265625,0.2186843752861023,0.8504700064659119,0.03296239674091339,0.7272376418113708,0.041805192828178406,0.8660547137260437,0.028409002348780632,0.8674675226211548
1,0.1345314085483551,0.49785348773002625,0.45939576625823975,0.5737131237983704,0.47790074348449707,0.8610134124755859,0.09779378026723862,0.6531695127487183,0.009316711686551571,0.8340627551078796,0.36552688479423523,0.8149804472923279,0.057634662836790085,0.846155047416687,0.4831395149230957,0.8711440563201904,0.2237599492073059,0.8834289312362671,0.46182796359062195,0.8553825616836548,0.038800351321697235,0.8814124464988708,0.35791945457458496,0.8275173902511597,0.025790883228182793,0.8697445392608643
2,0.12159716337919235,0.49636194109916687,0.4635029733181,0.5800220966339111,0.4982624053955078,0.8463187217712402,0.09833696484565735,0.6569835543632507,0.008216681890189648,0.815276026725769,0.3527589738368988,0.8157327175140381,0.06171858310699463,0.8408154249191284,0.4832451343536377,0.8841986656188965,0.22708460688591003,0.8774611949920654,0.3449653387069702,0.8430557250976562,0.0381578654050827,0.8276812434196472,0.35104644298553467,0.827531099319458,0.027856094762682915,0.8506476879119873
3,0.119867704808712,0.4897605776786804,0.4758014380931854,0.5814565420150757,0.5034669041633606,0.8538740873336792,0.10347795486450195,0.6546266674995422,0.09692369401454926,0.8658413887023926,0.33906859159469604,0.8470442295074463,0.06167010962963104,0.8457359671592712,0.4852224290370941,0.8931217193603516,0.22949999570846558,0.896324634552002,0.2174745798110962,0.8505432605743408,0.03598790615797043,0.7637314796447754,0.045133039355278015,0.8658156394958496,0.030230432748794556,0.8490447998046875
4,0.11915376782417297,0.4920259118080139,0.47852596640586853,0.5794658660888672,0.5041990280151367,0.856421172618866,0.09406548738479614,0.6516737341880798,0.09620742499828339,0.8627020716667175,0.34035801887512207,0.8431682586669922,0.058147262781858444,0.8419513702392578,0.5001270771026611,0.876168966293335,0.24592846632003784,0.88111412525177,0.26022571325302124,0.8510327339172363,0.03557780385017395,0.7626737356185913,0.04734707996249199,0.8508110046386719,0.030180640518665314,0.8485469818115234
5,0.12002460658550262,0.4935418367385864,0.477594256401062,0.5836374759674072,0.5005732774734497,0.8512610793113708,0.09721960872411728,0.6546074748039246,0.09625482559204102,0.8627283573150635,0.3396316170692444,0.844033420085907,0.05767426639795303,0.8437603712081909,0.5123004913330078,0.8743582963943481,0.24629473686218262,0.8951108455657959,0.2586938738822937,0.851061224937439,0.035675838589668274,0.7627310156822205,0.046990975737571716,0.8513869047164917,0.029926491901278496,0.8491989374160767
6,0.12052913755178452,0.4918748736381531,0.47799763083457947,0.5807141065597534,0.526019275188446,0.8589800596237183,0.09685974568128586,0.6522650718688965,0.0969269722700119,0.8614427447319031,0.3392612338066101,0.843279242515564,0.0621502660214901,0.8454911708831787,0.4978969991207123,0.8790649771690369,0.26344016194343567,0.8797972202301025,0.25890228152275085,0.8496136665344238,0.03534448891878128,0.7443892955780029,0.14326496422290802,0.8489274382591248,0.03034450113773346,0.8495274782180786
7,0.1249295324087143,0.49746042490005493,0.47757023572921753,0.5800787210464478,0.5235995054244995,0.858108639717102,0.09822507947683334,0.6520488262176514,0.09632986038923264,0.861139714717865,0.34021425247192383,0.8445472717285156,0.0596337728202343,0.8472513556480408,0.5142753720283508,0.8669929504394531,0.2652137279510498,0.8787709474563599,0.26156893372535706,0.8510081171989441,0.034318819642066956,0.7461135387420654,0.14169077575206757,0.8502460718154907,0.029685266315937042,0.8507217168807983
8,0.12171035259962082,0.4917965531349182,0.4763655364513397,0.5841481685638428,0.5005490779876709,0.8501193523406982,0.10355162620544434,0.6506832242012024,0.007195468991994858,0.8317079544067383,0.3647831082344055,0.8256255984306335,0.059162579476833344,0.8442379832267761,0.49922609329223633,0.8743716478347778,0.24653969705104828,0.878912091255188,0.25942665338516235,0.8500074148178101,0.0338636077940464,0.7669693827629089,0.04540058970451355,0.8674675822257996,0.028898505493998528,0.8503274321556091
9,0.11766748875379562,0.49234041571617126,0.47726747393608093,0.5820378661155701,0.5056265592575073,0.8548299670219421,0.10573922097682953,0.6408331394195557,0.10095866769552231,0.859425961971283,0.2114560902118683,0.844023585319519,0.06132855266332626,0.8409671783447266,0.49937722086906433,0.8748757839202881,0.24491259455680847,0.8768806457519531,0.21872542798519135,0.8477874994277954,0.0356866717338562,0.763681173324585,0.12860271334648132,0.8471421599388123,0.030784063041210175,0.8480405807495117
10,0.12228521704673767,0.4939125180244446,0.4763459861278534,0.5834783911705017,0.5075840950012207,0.8562777042388916,0.10600428283214569,0.649565577507019,0.09813667833805084,0.8620873689651489,0.3430388867855072,0.8420719504356384,0.06027240306138992,0.8431786298751831,0.4984165132045746,0.8764311671257019,0.24360287189483643,0.8808635473251343,0.34222084283828735,0.842111349105835,0.03545844554901123,0.7655739784240723,0.18352144956588745,0.846895694732666,0.02997114323079586,0.8500337600708008
