keypoint,x,y,score
nose,0.43973439931869507,0.40988776087760925,0.5458123683929443
left_eye,0.4819885492324829,0.37895235419273376,0.540667712688446
right_eye,0.4312255084514618,0.37896251678466797,0.6523130536079407
left_ear,0.5677561163902283,0.40556344389915466,0.8371903896331787
right_ear,0.4496074616909027,0.3909141719341278,0.6295503973960876
left_shoulder,0.6730183959007263,0.5782040953636169,0.7755947709083557
right_shoulder,0.3560093343257904,0.5372518301010132,0.8717033267021179
left_elbow,0.6725722551345825,0.8406732082366943,0.6766356229782104
right_elbow,0.261189341545105,0.7549896240234375,0.7342525720596313
left_wrist,0.4744987189769745,0.8601438403129578,0.16268852353096008
right_wrist,0.08290880918502808,0.8703981637954712,0.7160341739654541
left_hip,0.5380874276161194,0.9416465163230896,0.5403292179107666
right_hip,0.32555148005485535,0.9114402532577515,0.6587637662887573
left_knee,0.4075378179550171,0.8659582138061523,0.1127772331237793
right_knee,0.05653873085975647,0.9030010104179382,0.1796884685754776
left_ankle,0.14987477660179138,0.8911405801773071,0.02639409713447094
right_ankle,0.04989543557167053,0.8876878619194031,0.20749853551387787
