keypoint,x,y,score
nose,0.42010945081710815,0.474996417760849,0.46823522448539734
left_eye,0.4520508050918579,0.4490780234336853,0.6485545039176941
right_eye,0.4011542499065399,0.45473548769950867,0.6910872459411621
left_ear,0.5143875479698181,0.4636657238006592,0.6890178918838501
right_ear,0.3917299211025238,0.47278785705566406,0.6314465403556824
left_shoulder,0.5999705791473389,0.5437657237052917,0.5027982592582703
right_shoulder,0.359560489654541,0.5770078897476196,0.760901689529419
left_elbow,0.7117416262626648,0.6737996339797974,0.20033010840415955
right_elbow,0.2075786590576172,0.6909714937210083,0.6436335444450378
left_wrist,0.6856784224510193,0.8554419279098511,0.2855607271194458
right_wrist,0.028347399085760117,0.7867686152458191,0.3902638554573059
left_hip,0.5849115252494812,0.8902468681335449,0.4571915566921234
right_hip,0.43464386463165283,0.8753701448440552,0.47055137157440186
left_knee,0.5321618318557739,0.8760298490524292,0.07607600092887878
right_knee,0.32376959919929504,0.854108989238739,0.08328983187675476
left_ankle,0.4689483344554901,0.8552531003952026,0.16271036863327026
right_ankle,0.4720710217952728,0.860602080821991,0.19184960424900055
