keypoint,x,y,score
nose,0.36103591322898865,0.4571306109428406,0.457937091588974
left_eye,0.40040576457977295,0.4279713034629822,0.5148319005966187
right_eye,0.34518465399742126,0.4279436469078064,0.66912442445755
left_ear,0.47926899790763855,0.44922733306884766,0.6731945276260376
right_ear,0.3466142416000366,0.4408007860183716,0.48001807928085327
left_shoulder,0.5792925357818604,0.5480708479881287,0.37987020611763
right_shoulder,0.30944788455963135,0.5777729749679565,0.7914907932281494
left_elbow,0.671593427658081,0.7960559725761414,0.3137403428554535
right_elbow,0.1573898196220398,0.743088960647583,0.5801944136619568
left_wrist,0.6093822717666626,0.868283212184906,0.1533801406621933
right_wrist,0.026494037359952927,0.8314749598503113,0.30968499183654785
left_hip,0.5532065629959106,0.8986694812774658,0.3716583549976349
right_hip,0.373214453458786,0.8853358030319214,0.47155022621154785
left_knee,0.47294849157333374,0.8483060598373413,0.18440815806388855
right_knee,0.24721859395503998,0.8614836931228638,0.09597719460725784
left_ankle,0.46478044986724854,0.8710458278656006,0.16712230443954468
right_ankle,0.2860422432422638,0.8647242784500122,0.08860611915588379
