keypoint,x,y,score
nose,0.395084947347641,0.4518398940563202,0.5926648378372192
left_eye,0.43097707629203796,0.4209492802619934,0.44655439257621765
right_eye,0.3749224841594696,0.4224982261657715,0.4762763977050781
left_ear,0.49722835421562195,0.43788787722587585,0.5853322148323059
right_ear,0.36901426315307617,0.43834424018859863,0.5585632920265198
left_shoulder,0.5980727672576904,0.542046308517456,0.6426727771759033
right_shoulder,0.31842947006225586,0.5626161098480225,0.7563419938087463
left_elbow,0.6650118827819824,0.7837981581687927,0.3387153148651123
right_elbow,0.16191595792770386,0.7202479839324951,0.6715498566627502
left_wrist,0.5787560939788818,0.882123589515686,0.11111972481012344
right_wrist,0.025573570281267166,0.8371214270591736,0.3681885898113251
left_hip,0.5589804649353027,0.8933331966400146,0.47470545768737793
right_hip,0.37616246938705444,0.8766237497329712,0.5063410997390747
left_knee,0.5299463272094727,0.8506268262863159,0.1292354017496109
right_knee,0.2551601529121399,0.8518680334091187,0.10116148740053177
left_ankle,0.4172295928001404,0.8710309267044067,0.07721421867609024
right_ankle,0.28572148084640503,0.8718973994255066,0.06250479072332382
