frame,keypoint,x,y,score
0,nose,0.30030447244644165,0.4579430818557739,0.5587021112442017
0,left_eye,0.3417412042617798,0.41701388359069824,0.5815759301185608
0,right_eye,0.28367167711257935,0.4223312735557556,0.5936416387557983
0,left_ear,0.4373631179332733,0.432430624961853,0.5530086755752563
0,right_ear,0.29330235719680786,0.4373345375061035,0.4598594605922699
0,left_shoulder,0.5881644487380981,0.5849962830543518,0.5761266946792603
0,right_shoulder,0.247227281332016,0.5979580879211426,0.8050809502601624
0,left_elbow,0.5634370446205139,0.8597269058227539,0.3858146667480469
0,right_elbow,0.07601822912693024,0.7882997989654541,0.3799128234386444
0,left_wrist,0.3087848424911499,0.8486171960830688,0.14336057007312775
0,right_wrist,0.1222112625837326,0.8459422588348389,0.14615163207054138
0,left_hip,0.528864860534668,0.9257088899612427,0.2872980833053589
0,right_hip,0.32000166177749634,0.8998267650604248,0.3415827453136444
0,left_knee,0.34714990854263306,0.8335076570510864,0.1564856767654419
0,right_knee,0.11792685091495514,0.8269359469413757,0.036514125764369965
0,left_ankle,0.2713589072227478,0.8534442782402039,0.11492151767015457
0,right_ankle,0.2529211640357971,0.8535923957824707,0.18984609842300415
1,nose,0.3046051263809204,0.4535479247570038,0.6963617205619812
1,left_eye,0.34485000371932983,0.41514724493026733,0.5478025078773499
1,right_eye,0.28639739751815796,0.41941532492637634,0.5477840900421143
1,left_ear,0.43920692801475525,0.4307253956794739,0.7322070002555847
1,right_ear,0.2951725125312805,0.43153008818626404,0.7085573673248291
1,left_shoulder,0.5862594842910767,0.5839499831199646,0.5785089731216431
1,right_shoulder,0.24871826171875,0.5956671833992004,0.7955538034439087
1,left_elbow,0.5522187948226929,0.857218861579895,0.45383167266845703
1,right_elbow,0.07726214081048965,0.7865607142448425,0.42402955889701843
1,left_wrist,0.3136501908302307,0.8518074750900269,0.14881768822669983
1,right_wrist,0.11693917214870453,0.8441579341888428,0.13716208934783936
1,left_hip,0.531354546546936,0.910254716873169,0.30294299125671387
1,right_hip,0.32192039489746094,0.8940106630325317,0.416296124458313
1,left_knee,0.3730942904949188,0.8380999565124512,0.15032386779785156
1,right_knee,0.11780767142772675,0.8259980082511902,0.039110735058784485
1,left_ankle,0.269957035779953,0.8559958934783936,0.10989055037498474
1,right_ankle,0.23777960240840912,0.8586748838424683,0.14996376633644104
2,nose,0.2985856533050537,0.4501363933086395,0.5308803915977478
2,left_eye,0.3322262763977051,0.4152379631996155,0.3833850622177124
2,right_eye,0.282212495803833,0.42250093817710876,0.5383909344673157
2,left_ear,0.43421655893325806,0.42989927530288696,0.6711081862449646
2,right_ear,0.2978658378124237,0.4386745095252991,0.32148003578186035
2,left_shoulder,0.5650210380554199,0.5966366529464722,0.40915077924728394
2,right_shoulder,0.2540120780467987,0.6052074432373047,0.6866634488105774
2,left_elbow,0.5982118844985962,0.8508917093276978,0.3989511728286743
2,right_elbow,0.0835152119398117,0.7816125750541687,0.22503136098384857
2,left_wrist,0.4454559087753296,0.8394246101379395,0.20274345576763153
2,right_wrist,0.06050863116979599,0.8457322120666504,0.10733648389577866
2,left_hip,0.48516222834587097,0.9442442655563354,0.26405563950538635
2,right_hip,0.2884763479232788,0.9269232749938965,0.3807400166988373
2,left_knee,0.33855530619621277,0.8612958788871765,0.09144660085439682
2,right_knee,0.20996391773223877,0.8446568250656128,0.06797374784946442
2,left_ankle,0.27235284447669983,0.8429709672927856,0.0724668800830841
2,right_ankle,0.24421332776546478,0.8566218614578247,0.10575269907712936
3,nose,0.306682825088501,0.44412529468536377,0.583443820476532
3,left_eye,0.3399905562400818,0.4103361964225769,0.5896598100662231
3,right_eye,0.28363826870918274,0.4172850549221039,0.5546448230743408
3,left_ear,0.43797069787979126,0.42873191833496094,0.6012747883796692
3,right_ear,0.28805261850357056,0.4393509030342102,0.43397635221481323
3,left_shoulder,0.5660675168037415,0.5983554124832153,0.4016403555870056
3,right_shoulder,0.25172173976898193,0.6156524419784546,0.7372980713844299
3,left_elbow,0.6149488687515259,0.8538209795951843,0.4313388466835022
3,right_elbow,0.06412170082330704,0.8029788732528687,0.2680632472038269
3,left_wrist,0.5986257791519165,0.5590627193450928,0.29607635736465454
3,right_wrist,0.11083994805812836,0.854707658290863,0.06115329638123512
3,left_hip,0.5179030895233154,0.9599556922912598,0.26681897044181824
3,right_hip,0.3019641637802124,0.9353968501091003,0.3187342584133148
3,left_knee,0.4634532332420349,0.8567695021629333,0.13218379020690918
3,right_knee,0.25707781314849854,0.8745440244674683,0.08765211701393127
3,left_ankle,0.4484667181968689,0.8449117541313171,0.06293877959251404
3,right_ankle,0.2629662752151489,0.8494189977645874,0.10206176340579987
4,nose,0.3043230175971985,0.4442253112792969,0.6330828070640564
4,left_eye,0.33901938796043396,0.41072195768356323,0.568537712097168
4,right_eye,0.28681623935699463,0.4173261821269989,0.45329850912094116
4,left_ear,0.4353674352169037,0.42859703302383423,0.6865742206573486
4,right_ear,0.2937510013580322,0.43671590089797974,0.39667651057243347
4,left_shoulder,0.5716816782951355,0.5911730527877808,0.43570348620414734
4,right_shoulder,0.24521508812904358,0.6022497415542603,0.7453346252441406
4,left_elbow,0.6266255378723145,0.8587300777435303,0.4281865358352661
4,right_elbow,0.07757747918367386,0.7821052074432373,0.4037466049194336
4,left_wrist,0.4691386818885803,0.8397769927978516,0.1728326827287674
4,right_wrist,0.09503716230392456,0.853471040725708,0.08801056444644928
4,left_hip,0.5174299478530884,0.927359938621521,0.3398021161556244
4,right_hip,0.2996675968170166,0.9123517870903015,0.437014639377594
4,left_knee,0.3970106542110443,0.855057418346405,0.09995981305837631
4,right_knee,0.22911125421524048,0.8603824973106384,0.09212560206651688
4,left_ankle,0.45051825046539307,0.8444252014160156,0.13047808408737183
4,right_ankle,0.2489088475704193,0.8466922044754028,0.09698928147554398
5,nose,0.2995159924030304,0.4550718665122986,0.6087275743484497
5,left_eye,0.3395988643169403,0.41590672731399536,0.5995067954063416
5,right_eye,0.28273269534111023,0.4202713370323181,0.5521112680435181
5,left_ear,0.4361059367656708,0.42986875772476196,0.5106290578842163
5,right_ear,0.29457610845565796,0.4326886534690857,0.692308247089386
5,left_shoulder,0.5882970094680786,0.5889354944229126,0.6158117055892944
5,right_shoulder,0.24727080762386322,0.5923259258270264,0.748334527015686
5,left_elbow,0.5561295747756958,0.8620771765708923,0.3877239525318146
5,right_elbow,0.07685536891222,0.7883614301681519,0.4912838339805603
5,left_wrist,0.3134913444519043,0.8494153022766113,0.15486937761306763
5,right_wrist,0.1390264630317688,0.845497727394104,0.13408823311328888
5,left_hip,0.5308258533477783,0.9260222315788269,0.2773630917072296
5,right_hip,0.3205559551715851,0.8992535471916199,0.3642114996910095
5,left_knee,0.37255844473838806,0.8457198143005371,0.1206103265285492
5,right_knee,0.23333439230918884,0.7999937534332275,0.1302509605884552
5,left_ankle,0.2562512159347534,0.8546778559684753,0.10184506326913834
5,right_ankle,0.2553279995918274,0.8555172681808472,0.1778544783592224
6,nose,0.30636167526245117,0.4442470967769623,0.6403856873512268
6,left_eye,0.3415146470069885,0.41048797965049744,0.5337426662445068
6,right_eye,0.2857399582862854,0.416464626789093,0.638554573059082
6,left_ear,0.43635058403015137,0.4291745126247406,0.6531292200088501
6,right_ear,0.2908429801464081,0.4359821677207947,0.43614909052848816
6,left_shoulder,0.5590717792510986,0.5994535684585571,0.4328920543193817
6,right_shoulder,0.2449219673871994,0.6046976447105408,0.7942579388618469
6,left_elbow,0.6091989874839783,0.8599469065666199,0.31859448552131653
6,right_elbow,0.07910901308059692,0.782864511013031,0.38649383187294006
6,left_wrist,0.5877472162246704,0.5799219012260437,0.2650046944618225
6,right_wrist,0.02869430184364319,0.8568042516708374,0.2436806708574295
6,left_hip,0.50448077917099,0.9250068068504333,0.2842951714992523
6,right_hip,0.3010309040546417,0.9135041236877441,0.3965385854244232
6,left_knee,0.3624275326728821,0.8430352210998535,0.1896262764930725
6,right_knee,0.23287348449230194,0.8583569526672363,0.0900438129901886
6,left_ankle,0.4517436623573303,0.8405705690383911,0.10522813349962234
6,right_ankle,0.2541910409927368,0.8493794202804565,0.09856244176626205
7,nose,0.30936378240585327,0.44295427203178406,0.6114968061447144
7,left_eye,0.343031644821167,0.4110814332962036,0.5369946360588074
7,right_eye,0.28883999586105347,0.41601690649986267,0.562171220779419
7,left_ear,0.44013652205467224,0.43495044112205505,0.5115488767623901
7,right_ear,0.29313042759895325,0.4370788335800171,0.42000776529312134
7,left_shoulder,0.565169095993042,0.5960403680801392,0.41373226046562195
7,right_shoulder,0.2504822611808777,0.6162328720092773,0.73850017786026
7,left_elbow,0.6105494499206543,0.8564140200614929,0.3315560221672058
7,right_elbow,0.04674811661243439,0.8086903095245361,0.31806063652038574
7,left_wrist,0.46552926301956177,0.8345657587051392,0.2016359269618988
7,right_wrist,0.1621721237897873,0.8684801459312439,0.131155863404274
7,left_hip,0.5167577266693115,0.948217511177063,0.25884178280830383
7,right_hip,0.3001244068145752,0.9341177940368652,0.28903746604919434
7,left_knee,0.4356403052806854,0.8632187247276306,0.1278117597103119
7,right_knee,0.2338506281375885,0.8763410449028015,0.08690439164638519
7,left_ankle,0.4507294297218323,0.8430098295211792,0.0819898396730423
7,right_ankle,0.24028365314006805,0.8437592387199402,0.12576238811016083
8,nose,0.3103099465370178,0.43837130069732666,0.4730938673019409
8,left_eye,0.34161993861198425,0.408075213432312,0.5884908437728882
8,right_eye,0.2886180281639099,0.41292867064476013,0.6253223419189453
8,left_ear,0.43464434146881104,0.4273373484611511,0.679242730140686
8,right_ear,0.2917206585407257,0.4352979063987732,0.3797188103199005
8,left_shoulder,0.5600007772445679,0.602806806564331,0.4068043529987335
8,right_shoulder,0.25061729550361633,0.6079601049423218,0.736812174320221
8,left_elbow,0.6248792409896851,0.8594329357147217,0.3347066044807434
8,right_elbow,0.04804101586341858,0.805111825466156,0.28899532556533813
8,left_wrist,0.5850560665130615,0.5729478001594543,0.27805447578430176
8,right_wrist,0.12986241281032562,0.8641231060028076,0.09876418113708496
8,left_hip,0.5197827816009521,0.9247645139694214,0.28372010588645935
8,right_hip,0.30167776346206665,0.9276260733604431,0.3420877456665039
8,left_knee,0.45937690138816833,0.8374046087265015,0.20494568347930908
8,right_knee,0.19238832592964172,0.8662490844726562,0.03912660479545593
8,left_ankle,0.4532989263534546,0.8395167589187622,0.10656531155109406
8,right_ankle,0.24387580156326294,0.8391308784484863,0.09534699469804764
9,nose,0.311639666557312,0.4410710036754608,0.521751344203949
9,left_eye,0.34528791904449463,0.40844714641571045,0.5709214806556702
9,right_eye,0.2890694737434387,0.4164329469203949,0.5289297103881836
9,left_ear,0.4348263442516327,0.4317113161087036,0.5555983781814575
9,right_ear,0.2900644540786743,0.4411013126373291,0.5099381804466248
9,left_shoulder,0.5695921182632446,0.5946990251541138,0.39473533630371094
9,right_shoulder,0.2525492310523987,0.6053606271743774,0.640487790107727
9,left_elbow,0.6283456087112427,0.8628975749015808,0.36013108491897583
9,right_elbow,0.0773857831954956,0.786867618560791,0.18068842589855194
9,left_wrist,0.5851373672485352,0.5822051763534546,0.2982005476951599
9,right_wrist,0.06617889553308487,0.8501849174499512,0.16218984127044678
9,left_hip,0.5119625926017761,0.9212938547134399,0.2433825135231018
9,right_hip,0.3025795817375183,0.9111407995223999,0.4255428612232208
9,left_knee,0.4631412923336029,0.8402819633483887,0.1652125120162964
9,right_knee,0.18959710001945496,0.8370183706283569,0.06372785568237305
9,left_ankle,0.4597727954387665,0.8419411182403564,0.11552271246910095
9,right_ankle,0.22448059916496277,0.8363170027732849,0.14293615520000458
10,nose,0.31235313415527344,0.44294247031211853,0.6132475137710571
10,left_eye,0.348505437374115,0.4114614725112915,0.5312226414680481
10,right_eye,0.2918192744255066,0.4173789620399475,0.4198639392852783
10,left_ear,0.4348940849304199,0.4321742653846741,0.6053649187088013
10,right_ear,0.292641282081604,0.43808814883232117,0.4923495054244995
10,left_shoulder,0.556537389755249,0.5981468558311462,0.44200000166893005
