keypoint,x,y,score
nose,0.45403623580932617,0.45339879393577576,0.6648218035697937
left_eye,0.48588675260543823,0.4337911307811737,0.6787976622581482
right_eye,0.44326895475387573,0.4305594861507416,0.7403066754341125
left_ear,0.5439730882644653,0.45607659220695496,0.6892308592796326
right_ear,0.4491768479347229,0.44176703691482544,0.637222945690155
left_shoulder,0.6273969411849976,0.5423803329467773,0.7279578447341919
right_shoulder,0.3956592082977295,0.5410363078117371,0.7314043045043945
left_elbow,0.7191292643547058,0.694544792175293,0.3279259204864502
right_elbow,0.25622880458831787,0.6098855137825012,0.7025328874588013
left_wrist,0.6150618195533752,0.8474673628807068,0.2752925455570221
right_wrist,0.13170267641544342,0.6706406474113464,0.5638137459754944
left_hip,0.5680031776428223,0.8568917512893677,0.6115173101425171
right_hip,0.4306081235408783,0.8422409296035767,0.6150570511817932
left_knee,0.4895547032356262,0.8482600450515747,0.07038063555955887
right_knee,0.2993384003639221,0.8264009356498718,0.06448628008365631
left_ankle,0.46858370304107666,0.8577680587768555,0.114090695977211
right_ankle,0.4439834952354431,0.8568422794342041,0.1101277619600296
