keypoint,x,y,score
nose,0.4820694625377655,0.45041725039482117,0.5302790403366089
left_eye,0.5122365355491638,0.427034854888916,0.6820447444915771
right_eye,0.4712493419647217,0.42470085620880127,0.7258391976356506
left_ear,0.5691588521003723,0.4493233561515808,0.7888798713684082
right_ear,0.47310683131217957,0.43605026602745056,0.5031886100769043
left_shoulder,0.6597006320953369,0.5624595880508423,0.6406529545783997
right_shoulder,0.4074035584926605,0.5605689287185669,0.6757975220680237
left_elbow,0.6524636745452881,0.7629241943359375,0.46920034289360046
right_elbow,0.3757430911064148,0.7540543079376221,0.5387052893638611
left_wrist,0.5123554468154907,0.8661722540855408,0.25245219469070435
right_wrist,0.36725372076034546,0.8604793548583984,0.301963746547699
left_hip,0.5861716270446777,0.8873547315597534,0.6227768063545227
right_hip,0.4270073175430298,0.8792532682418823,0.43438494205474854
left_knee,0.5425150394439697,0.8981521129608154,0.048816271126270294
right_knee,0.3345969319343567,0.8649777173995972,0.06101345643401146
left_ankle,0.47663795948028564,0.8861443996429443,0.061966005712747574
right_ankle,0.40320488810539246,0.8913705348968506,0.038960158824920654
