keypoint,x,y,score
nose,0.3881424069404602,0.4536435306072235,0.6855012774467468
left_eye,0.423913836479187,0.4224938154220581,0.534314751625061
right_eye,0.36775895953178406,0.42501330375671387,0.6229956150054932
left_ear,0.4929666221141815,0.4401017427444458,0.7034881711006165
right_ear,0.3642449378967285,0.44225800037384033,0.608695924282074
left_shoulder,0.5853918194770813,0.5443040132522583,0.6460912227630615
right_shoulder,0.3118424415588379,0.5708752870559692,0.7812120318412781
left_elbow,0.6607053279876709,0.7775735855102539,0.3911500871181488
right_elbow,0.16283133625984192,0.7237955331802368,0.6591807007789612
left_wrist,0.601732611656189,0.88404381275177,0.14977221190929413
right_wrist,0.026381712406873703,0.8250045776367188,0.3131812512874603
left_hip,0.5522060394287109,0.8986842036247253,0.4253527522087097
right_hip,0.3749525249004364,0.8817281723022461,0.4596695601940155
left_knee,0.5076279640197754,0.862995982170105,0.1092229038476944
right_knee,0.2738654613494873,0.8568620085716248,0.09634634107351303
left_ankle,0.41222792863845825,0.8754274845123291,0.052213262766599655
right_ankle,0.279737651348114,0.8618878722190857,0.08452606946229935
