keypoint,x,y,score
nose,0.3916860520839691,0.4559609591960907,0.5495185852050781
left_eye,0.42683038115501404,0.42658349871635437,0.6242566108703613
right_eye,0.36869341135025024,0.42755126953125,0.6914015412330627
left_ear,0.4936709403991699,0.44595348834991455,0.7161434292793274
right_ear,0.3554341793060303,0.4457016587257385,0.5657331943511963
left_shoulder,0.5825203657150269,0.5488284230232239,0.42506784200668335
right_shoulder,0.3120154142379761,0.575074315071106,0.730457603931427
left_elbow,0.6677968502044678,0.759496808052063,0.3629438281059265
right_elbow,0.1633967161178589,0.7270324230194092,0.57821124792099
left_wrist,0.6324132680892944,0.8753527402877808,0.20712919533252716
right_wrist,0.025495251640677452,0.8280224204063416,0.311944842338562
left_hip,0.5520495176315308,0.8943386077880859,0.44906169176101685
right_hip,0.37580108642578125,0.8768457174301147,0.48428598046302795
left_knee,0.46921107172966003,0.8410000205039978,0.2609676420688629
right_knee,0.2794618308544159,0.8684068918228149,0.09589334577322006
left_ankle,0.4619733989238739,0.8600025177001953,0.1988387405872345
right_ankle,0.277879923582077,0.8631994724273682,0.09943515062332153
