FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,-0.00868269894272089,0.29000192880630493,0.3060135245323181,0.24607935547828674,0.30525150895118713,0.6326512098312378,0.03210267052054405,0.3245733976364136,0.05753152072429657,0.5507844686508179,0.22883930802345276,0.8528778553009033,0.11102060973644257,0.7836651802062988,0.4632583558559418,0.6054373979568481,0.2710941433906555,0.6021782159805298,0.25855857133865356,0.8351658582687378,0.1207171082496643,0.8031222224235535,0.4133788049221039,0.8242168426513672,0.269437313079834,0.8023862838745117
1,0.012986990623176098,0.2429829090833664,0.2999325394630432,0.21074634790420532,0.25203749537467957,0.4506527781486511,0.06920721381902695,0.31824588775634766,0.07407937943935394,0.48837658762931824,0.13536420464515686,0.5074784159660339,0.0802142471075058,0.5179719924926758,0.4586723744869232,0.6009147763252258,0.29928499460220337,0.607077419757843,0.2729623317718506,0.7117981314659119,0.21501439809799194,0.855292558670044,0.27318835258483887,0.6950632929801941,0.28334957361221313,0.7126345038414001
2,0.027962878346443176,0.2500351369380951,0.30499571561813354,0.22741203010082245,0.3061857521533966,0.5689883828163147,0.050085268914699554,0.3377407491207123,0.053726714104413986,0.5234674215316772,0.23140552639961243,0.6784169673919678,0.08495520055294037,0.5952396392822266,0.45992526412010193,0.6016749739646912,0.25848034024238586,0.6008293628692627,0.2583354115486145,0.723780632019043,0.14397044479846954,0.7312332987785339,0.304796040058136,0.7784240245819092,0.28894031047821045,0.7807552814483643
3,0.03551315516233444,0.20728054642677307,0.29890432953834534,0.20373108983039856,0.2406284064054489,0.3445605933666229,0.05365949124097824,0.29266971349716187,0.06464032083749771,0.4779123067855835,0.042982421815395355,0.34083306789398193,0.03556770458817482,0.34181690216064453,0.4420948624610901,0.5906211137771606,0.2849551737308502,0.6180412173271179,0.2787155508995056,0.702983021736145,0.21925857663154602,0.7533769011497498,0.27375149726867676,0.6911987066268921,0.2819167673587799,0.6980816721916199
4,0.0058238632045686245,0.2738024592399597,0.30562567710876465,0.22404536604881287,0.2984241843223572,0.5751639604568481,0.04608635604381561,0.3306872248649597,0.060744863003492355,0.525989830493927,0.14530707895755768,0.648591935634613,0.05268852040171623,0.6254243850708008,0.4460568130016327,0.6146659851074219,0.2695791721343994,0.6166867017745972,0.2597265839576721,0.7297121286392212,0.1414128839969635,0.7667452096939087,0.33147698640823364,0.7943076491355896,0.2834368944168091,0.7963836193084717
5,-0.001618351205252111,0.2440042942762375,0.3140175938606262,0.23292255401611328,0.3153573274612427,0.5792053937911987,0.0358685627579689,0.3276415765285492,0.059702128171920776,0.5231411457061768,0.2788805365562439,0.7453300356864929,0.08531811088323593,0.633033275604248,0.46135514974594116,0.6137540340423584,0.2790706753730774,0.610675573348999,0.25602227449417114,0.758421778678894,0.14330190420150757,0.7869980335235596,0.33484408259391785,0.8113812208175659,0.27010777592658997,0.7964234352111816
6,0.12649661302566528,0.17266415059566498,0.2959601879119873,0.21534280478954315,0.3313330411911011,0.38963648676872253,0.05831090733408928,0.3445761203765869,0.045093946158885956,0.48264750838279724,0.201592355966568,0.3914048671722412,0.05870964750647545,0.4782874584197998,0.44785118103027344,0.5950520038604736,0.2816694676876068,0.6182804703712463,0.27951449155807495,0.7605332136154175,0.2203987091779709,0.8376576900482178,0.27281978726387024,0.696535050868988,0.28413769602775574,0.735456645488739
7,0.009422339498996735,0.27996617555618286,0.30638810992240906,0.23510977625846863,0.30819523334503174,0.5658334493637085,0.04140565171837807,0.3281484842300415,0.05907578393816948,0.5258132815361023,0.28338363766670227,0.7151437997817993,0.0468929186463356,0.6289328336715698,0.44431376457214355,0.6138560771942139,0.28150421380996704,0.6015204191207886,0.24914953112602234,0.7812106609344482,0.14330455660820007,0.7878660559654236,0.2818859815597534,0.7160904407501221,0.2664310336112976,0.8189894556999207
8,0.005696725100278854,0.24636594951152802,0.3105417788028717,0.23379498720169067,0.2948154807090759,0.5761498212814331,0.04414815828204155,0.33308619260787964,0.06211031228303909,0.5235263109207153,0.28067225217819214,0.716693103313446,0.08049344271421432,0.6084907054901123,0.4585665166378021,0.6196873188018799,0.28191831707954407,0.6110172867774963,0.24206110835075378,0.8415953516960144,0.14843451976776123,0.789576530456543,0.2833409309387207,0.7183263301849365,0.2722860872745514,0.795732855796814
9,0.028200149536132812,0.23395274579524994,0.29931819438934326,0.21472744643688202,0.20922702550888062,0.36469531059265137,0.07168567925691605,0.3239670395851135,0.057022999972105026,0.48011717200279236,0.09824380278587341,0.31962090730667114,0.01652487739920616,0.44923579692840576,0.44319432973861694,0.5999813675880432,0.29654204845428467,0.6261501908302307,0.28465330600738525,0.7374590635299683,0.22027739882469177,0.8528974056243896,0.2762500047683716,0.6885225176811218,0.26619595289230347,0.8004407286643982
10,0.0350591205060482,0.24590176343917847,0.3124736249446869,0.2382579743862152,0.3092869222164154,0.5758394002914429,0.05843633413314819,0.32567399740219116,0.06285180896520615,0.5018466114997864,0.2756752371788025,0.6810168623924255,0.08275271207094193,0.579525887966156,0.448544442653656,0.6083564758300781,0.2680995762348175,0.6003985404968262,0.2714020907878876,0.7557809352874756,0.14723598957061768,0.7777178287506104,0.3322208523750305,0.7922477126121521,0.28160780668258667,0.7924033403396606
11,0.02573098987340927,0.205910325050354,0.31505027413368225,0.22404205799102783,0.22269833087921143,0.41126859188079834,0.048439063131809235,0.30212855339050293,0.06283462792634964,0.48133429884910583,0.04694144055247307,0.3336622416973114,0.032776352018117905,0.3391064405441284,0.44540953636169434,0.5949277281761169,0.27637678384780884,0.6227887868881226,0.2739110589027405,0.7292014956474304,0.16613361239433289,0.786108136177063,0.30499809980392456,0.7474498748779297,0.32419151067733765,0.7736407518386841
12,0.047689273953437805,0.2185828536748886,0.30036693811416626,0.2217610478401184,0.3477114140987396,0.23344764113426208,0.06397991627454758,0.3191123604774475,0.0413973443210125,0.45503339171409607,0.1585860699415207,0.3141774833202362,0.016610978171229362,0.405159056186676,0.4429801404476166,0.5945874452590942,0.2647879719734192,0.6206951141357422,0.2901236116886139,0.7615728378295898,0.21934787929058075,0.8547341823577881,0.11103430390357971,0.835769534111023,0.24829469621181488,0.8325044512748718
13,0.10187618434429169,0.22107230126857758,0.2992134690284729,0.23259779810905457,0.27348822355270386,0.3925681710243225,0.09372255206108093,0.3331282138824463,0.058176662772893906,0.4682711958885193,0.14110593497753143,0.34112250804901123,0.04220324009656906,0.3505856394767761,0.4337218701839447,0.6067318916320801,0.25765010714530945,0.6005737781524658,0.2893827557563782,0.7266868948936462,0.15833966434001923,0.7405960559844971,0.2933328151702881,0.8003649711608887,0.230560764670372,0.8088356256484985
14,0.15838870406150818,0.18626949191093445,0.30742910504341125,0.23887944221496582,0.34040480852127075,0.46937617659568787,0.06390765309333801,0.36214250326156616,0.08334088325500488,0.5178531408309937,0.28978484869003296,0.677355170249939,0.0935993641614914,0.5435646772384644,0.4429582953453064,0.6294379234313965,0.2604098320007324,0.6385930776596069,0.30709922313690186,0.7594539523124695,0.21055492758750916,0.8491584658622742,0.2812778055667877,0.7123702764511108,0.28653132915496826,0.8336116075515747
15,0.14176778495311737,0.18497371673583984,0.31669285893440247,0.2436477392911911,0.44384831190109253,0.45443862676620483,0.06034979224205017,0.38626986742019653,0.08411888778209686,0.5510261058807373,0.5069947242736816,0.6151149868965149,0.08499624580144882,0.5905406475067139,0.4633476436138153,0.6320226192474365,0.2732217311859131,0.6528288125991821,0.28189390897750854,0.8450045585632324,0.2183416187763214,0.8461705446243286,0.39752519130706787,0.8343472480773926,0.29611489176750183,0.817389965057373
16,0.1201963871717453,0.1993461549282074,0.31731605529785156,0.23708030581474304,0.4248731732368469,0.4137932062149048,0.04882964491844177,0.36526021361351013,0.09221488237380981,0.5412238836288452,0.37426990270614624,0.4369061589241028,0.09333836287260056,0.5642741322517395,0.46479159593582153,0.6306352615356445,0.2714218199253082,0.6620272397994995,0.43619558215141296,0.8370000123977661,0.22491666674613953,0.8571953773498535,0.4183945059776306,0.8349225521087646,0.2680228054523468,0.8359841704368591
