keypoint,x,y,score
nose,0.3892015814781189,0.4554210603237152,0.633216381072998
left_eye,0.42433667182922363,0.4241926372051239,0.5950751900672913
right_eye,0.36834627389907837,0.4259583652019501,0.6332176327705383
left_ear,0.49290335178375244,0.44157278537750244,0.7267852425575256
right_ear,0.36309918761253357,0.4426449239253998,0.6092436909675598
left_shoulder,0.5904902219772339,0.5462645888328552,0.6747491359710693
right_shoulder,0.31258195638656616,0.5718176364898682,0.7774405479431152
left_elbow,0.6611451506614685,0.802707850933075,0.4606880843639374
right_elbow,0.1600342094898224,0.7280781269073486,0.6146916747093201
left_wrist,0.5841323137283325,0.8810418844223022,0.07157526165246964
right_wrist,0.026172462850809097,0.8229040503501892,0.3278748393058777
left_hip,0.5540067553520203,0.8964550495147705,0.43291226029396057
right_hip,0.3861047923564911,0.880709171295166,0.4605153501033783
left_knee,0.5048766732215881,0.8596395254135132,0.11008848994970322
right_knee,0.27044618129730225,0.855505645275116,0.10228408873081207
left_ankle,0.4143546223640442,0.8694402575492859,0.07095452398061752
right_ankle,0.2833254039287567,0.865675151348114,0.07206274569034576
