keypoint,x,y,score
nose,0.46471017599105835,0.42493927478790283,0.6472620964050293
left_eye,0.5021916627883911,0.3978042006492615,0.49597424268722534
right_eye,0.45886892080307007,0.39606839418411255,0.48362451791763306
left_ear,0.5843126177787781,0.42263683676719666,0.7021372318267822
right_ear,0.4809553027153015,0.40812942385673523,0.6840571165084839
left_shoulder,0.6778504848480225,0.573927104473114,0.7716817855834961
right_shoulder,0.3905112147331238,0.541037917137146,0.7681400775909424
left_elbow,0.6356078386306763,0.8217601180076599,0.6216057538986206
right_elbow,0.280950665473938,0.7369617223739624,0.7815837860107422
left_wrist,0.4675212800502777,0.8652318716049194,0.21879072487354279
right_wrist,0.1003948375582695,0.8674730658531189,0.6377459764480591
left_hip,0.5664332509040833,0.912348747253418,0.4465303122997284
right_hip,0.38716351985931396,0.8928377628326416,0.5978333353996277
left_knee,0.3993614912033081,0.8490986824035645,0.13294917345046997
right_knee,0.17891108989715576,0.8663982152938843,0.08751606196165085
left_ankle,0.31156647205352783,0.872165322303772,0.11273772269487381
right_ankle,0.3231118619441986,0.8754918575286865,0.06517401337623596
