keypoint,x,y,score
nose,0.490026593208313,0.43986544013023376,0.697510302066803
left_eye,0.5182045698165894,0.42439329624176025,0.4418271780014038
right_eye,0.48122915625572205,0.4201626479625702,0.5104998350143433
left_ear,0.5764722228050232,0.4393972158432007,0.6560169458389282
right_ear,0.48777490854263306,0.42647629976272583,0.7063767910003662
left_shoulder,0.6461318135261536,0.5158035755157471,0.7548111081123352
right_shoulder,0.42583879828453064,0.5328947901725769,0.8685691952705383
left_elbow,0.7991322875022888,0.45889708399772644,0.7365042567253113
right_elbow,0.2735227048397064,0.5127550363540649,0.587182879447937
left_wrist,0.6889677047729492,0.33076012134552,0.7736139297485352
right_wrist,0.2453436702489853,0.41078242659568787,0.6261560320854187
left_hip,0.596508264541626,0.8625244498252869,0.7642253637313843
right_hip,0.4345478415489197,0.8457152843475342,0.6980748772621155
left_knee,0.5899312496185303,0.8847904205322266,0.024622667580842972
right_knee,0.27686306834220886,0.8680347800254822,0.12243042141199112
left_ankle,0.43497323989868164,0.8453840017318726,0.07086940109729767
right_ankle,0.27078279852867126,0.8571834564208984,0.01928159035742283
