keypoint,x,y,score
nose,0.38852185010910034,0.43080949783325195,0.69718337059021
left_eye,0.4287249743938446,0.3952553868293762,0.5945689678192139
right_eye,0.3628614544868469,0.3965824842453003,0.659390389919281
left_ear,0.513247549533844,0.41889244318008423,0.7330684065818787
right_ear,0.3601244390010834,0.4167473316192627,0.5909618735313416
left_shoulder,0.6307960748672485,0.5743147134780884,0.6369007229804993
right_shoulder,0.2934754192829132,0.5811034440994263,0.8037037253379822
left_elbow,0.640702486038208,0.84276282787323,0.3070356249809265
right_elbow,0.16925638914108276,0.8080946803092957,0.17411381006240845
left_wrist,0.4522395133972168,0.8530289530754089,0.31886589527130127
right_wrist,0.23684845864772797,0.834220826625824,0.2428288608789444
left_hip,0.5637999773025513,0.9065873026847839,0.4164251387119293
right_hip,0.34541207551956177,0.8987822532653809,0.4314066171646118
left_knee,0.5020450949668884,0.7946719527244568,0.12368818372488022
right_knee,0.23594056069850922,0.6644086837768555,0.18781079351902008
left_ankle,0.32091549038887024,0.8118845224380493,0.09980200231075287
right_ankle,0.2675553262233734,0.8202154636383057,0.15259365737438202
