FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,-0.013268808834254742,0.1680392026901245,0.2089475691318512,0.2242383360862732,0.3080304265022278,0.49198564887046814,0.013973161578178406,0.31201428174972534,0.028100257739424706,0.5498409867286682,0.2937260568141937,0.7110723257064819,0.11467204988002777,0.7217910289764404,0.3327700197696686,0.6165692210197449,0.1631671041250229,0.6551002264022827,0.31542953848838806,0.8328080177307129,0.09566493332386017,0.861733078956604,0.3560432195663452,0.8557185530662537,0.2910166382789612,0.807003378868103
1,-0.010231886059045792,0.16175207495689392,0.19311778247356415,0.23209258913993835,0.33167609572410583,0.49954646825790405,0.019959961995482445,0.28071004152297974,0.08581077307462692,0.5543645620346069,0.2920001149177551,0.7111677527427673,0.13342031836509705,0.7257760763168335,0.3482222557067871,0.6202443838119507,0.2257378101348877,0.6448587775230408,0.2640573978424072,0.8302322626113892,0.09382142871618271,0.8626858592033386,0.31808197498321533,0.8267714381217957,0.2926844358444214,0.810839056968689
2,-0.011743108741939068,0.162808358669281,0.2060261368751526,0.2309034764766693,0.32391786575317383,0.4940280318260193,0.014529965817928314,0.2957748472690582,0.04878104850649834,0.5461235642433167,0.29018110036849976,0.7087823152542114,0.11530549824237823,0.7241214513778687,0.3354218602180481,0.6173475980758667,0.165704607963562,0.6517276763916016,0.2956204414367676,0.842300534248352,0.09433554857969284,0.861156702041626,0.3172651529312134,0.8124141097068787,0.3056204319000244,0.8115725517272949
3,-0.009244435466825962,0.16050532460212708,0.19265422224998474,0.22917163372039795,0.3361663818359375,0.49437832832336426,0.020772190764546394,0.29752057790756226,0.07646548748016357,0.5541138648986816,0.29980790615081787,0.7200256586074829,0.14316168427467346,0.7332965731620789,0.3504553437232971,0.642071008682251,0.20606599748134613,0.6730784177780151,0.29278799891471863,0.8304764628410339,0.11028464883565903,0.8538241386413574,0.3129551112651825,0.8118276000022888,0.3057370185852051,0.8107649087905884
4,-0.01361154019832611,0.16185836493968964,0.2081398367881775,0.22738182544708252,0.32233309745788574,0.49243032932281494,0.01406933180987835,0.27736055850982666,0.04747970029711723,0.5337494015693665,0.2953799366950989,0.7154552936553955,0.12799817323684692,0.7239319682121277,0.33673274517059326,0.6044660210609436,0.1825035661458969,0.6477793455123901,0.32221519947052,0.8453222513198853,0.1279725283384323,0.8588029146194458,0.36465346813201904,0.8568310737609863,0.30756789445877075,0.8085277080535889
5,-0.014176316559314728,0.16149653494358063,0.1956258863210678,0.22821831703186035,0.34499675035476685,0.48841914534568787,0.013568708673119545,0.2941763997077942,0.0670665055513382,0.5690567493438721,0.3044026494026184,0.7187895178794861,0.14188876748085022,0.7285060882568359,0.3506871461868286,0.6202847957611084,0.20290106534957886,0.6520131826400757,0.31875717639923096,0.831749677658081,0.13201169669628143,0.8481797575950623,0.36536920070648193,0.8628263473510742,0.308503657579422,0.8113889098167419
6,-0.014496183022856712,0.1638621687889099,0.20492325723171234,0.22003331780433655,0.3175241947174072,0.4902632236480713,0.008816678076982498,0.29448023438453674,0.05152222141623497,0.5401424169540405,0.28501543402671814,0.7098351716995239,0.12718386948108673,0.7209553122520447,0.34070977568626404,0.6025850176811218,0.1842687726020813,0.6425800323486328,0.31753236055374146,0.8339750170707703,0.09991960972547531,0.8611888885498047,0.3657330870628357,0.8627591133117676,0.28863364458084106,0.8065261244773865
7,-0.012550672516226768,0.15869107842445374,0.20404796302318573,0.22326472401618958,0.34605392813682556,0.49270913004875183,0.012522466480731964,0.2747337222099304,0.06501723825931549,0.54371178150177,0.31822097301483154,0.7353515625,0.14063459634780884,0.7283093929290771,0.34243425726890564,0.6265549659729004,0.1822001039981842,0.6533900499343872,0.26543140411376953,0.8272799849510193,0.09498720616102219,0.8500661253929138,0.31980136036872864,0.8143969774246216,0.21834519505500793,0.8413860201835632
8,-0.013600091449916363,0.16107362508773804,0.20731720328330994,0.22662071883678436,0.32014399766921997,0.49321067333221436,0.010022404603660107,0.2933831810951233,0.049863483756780624,0.5382260680198669,0.2840753495693207,0.697342574596405,0.12888222932815552,0.7202682495117188,0.338975727558136,0.6046366691589355,0.179235577583313,0.647334098815918,0.3166809678077698,0.8347645998001099,0.10006662458181381,0.8631501197814941,0.36563000082969666,0.8613132238388062,0.308180570602417,0.8102263808250427
9,-0.013234039768576622,0.16051122546195984,0.18925854563713074,0.22487270832061768,0.3286007046699524,0.46946072578430176,0.015313386917114258,0.2950595021247864,0.07383723556995392,0.5429460406303406,0.28532174229621887,0.7047350406646729,0.15165632963180542,0.7250639796257019,0.3360980749130249,0.5992287397384644,0.20821361243724823,0.6238805055618286,0.29650765657424927,0.8441573977470398,0.09778489172458649,0.765009343624115,0.360561728477478,0.8662864565849304,0.3074113130569458,0.8108169436454773
