keypoint,x,y,score
nose,0.4741194248199463,0.4480772614479065,0.7012256979942322
left_eye,0.5063430666923523,0.4253694415092468,0.6534116268157959
right_eye,0.4683377146720886,0.4223707616329193,0.7161563634872437
left_ear,0.5644967555999756,0.4494779706001282,0.7182331681251526
right_ear,0.47502338886260986,0.43433913588523865,0.5069722533226013
left_shoulder,0.6589605808258057,0.5607059001922607,0.6341943740844727
right_shoulder,0.40394532680511475,0.563739538192749,0.7311792373657227
left_elbow,0.6540035009384155,0.780587375164032,0.3099597096443176
right_elbow,0.370729923248291,0.7513889670372009,0.48739194869995117
left_wrist,0.5094713568687439,0.8637365698814392,0.27708038687705994
right_wrist,0.356187641620636,0.8651928305625916,0.36154431104660034
left_hip,0.5919539928436279,0.8895187377929688,0.6235554814338684
right_hip,0.43046027421951294,0.8878004550933838,0.5975308418273926
left_knee,0.5421720743179321,0.8975929617881775,0.050800010561943054
right_knee,0.3305703103542328,0.8787546157836914,0.046288784593343735
left_ankle,0.4768356680870056,0.886876106262207,0.07352519035339355
right_ankle,0.40418606996536255,0.8967077136039734,0.04094907268881798
