keypoint,x,y,score
nose,0.49193239212036133,0.44244974851608276,0.7421295046806335
left_eye,0.5201419591903687,0.4247868061065674,0.510905385017395
right_eye,0.4824092984199524,0.4216841161251068,0.5502437353134155
left_ear,0.576180636882782,0.4373476505279541,0.6464066505432129
right_ear,0.4882792830467224,0.42753493785858154,0.7270194292068481
left_shoulder,0.6462174654006958,0.5126248598098755,0.7501997351646423
right_shoulder,0.4284653067588806,0.5278902053833008,0.709318995475769
left_elbow,0.7977263927459717,0.45056387782096863,0.7809005379676819
right_elbow,0.27775388956069946,0.5025382041931152,0.7467623353004456
left_wrist,0.6784824728965759,0.31544357538223267,0.5800501704216003
right_wrist,0.25549188256263733,0.3793308138847351,0.7914108037948608
left_hip,0.59339439868927,0.8640491366386414,0.7513551712036133
right_hip,0.43786823749542236,0.850517749786377,0.8411327600479126
left_knee,0.6152331829071045,0.8857280611991882,0.021364260464906693
right_knee,0.2560049891471863,0.8740279674530029,0.047767382115125656
left_ankle,0.448743999004364,0.8527733087539673,0.0474296435713768
right_ankle,0.26699888706207275,0.8622581958770752,0.013462042436003685
