keypoint,x,y,score
nose,0.4761142432689667,0.4484856128692627,0.6406497359275818
left_eye,0.5082993507385254,0.42608898878097534,0.7102460861206055
right_eye,0.46949344873428345,0.4218524098396301,0.6704075336456299
left_ear,0.5629068613052368,0.4512694776058197,0.6641247868537903
right_ear,0.47106224298477173,0.4348336458206177,0.4945148229598999
left_shoulder,0.6546859741210938,0.564470648765564,0.680783748626709
right_shoulder,0.4017127752304077,0.5679285526275635,0.7727013230323792
left_elbow,0.653887927532196,0.779949426651001,0.5639005899429321
right_elbow,0.3758103847503662,0.7561878561973572,0.5475117564201355
left_wrist,0.511887788772583,0.8693604469299316,0.2631836533546448
right_wrist,0.36978352069854736,0.8629714846611023,0.30067384243011475
left_hip,0.587624728679657,0.8852914571762085,0.642910361289978
right_hip,0.4281732738018036,0.8799242973327637,0.46828874945640564
left_knee,0.5425001978874207,0.8997080326080322,0.04982565715909004
right_knee,0.3261963129043579,0.8786019682884216,0.05114993825554848
left_ankle,0.478054016828537,0.884347140789032,0.05489227548241615
right_ankle,0.4074482321739197,0.8945378661155701,0.03523070737719536
