keypoint,x,y,score
nose,0.45454439520835876,0.42414766550064087,0.6841489672660828
left_eye,0.49425655603408813,0.3969912528991699,0.5618420839309692
right_eye,0.45179927349090576,0.39491328597068787,0.6836998462677002
left_ear,0.5773359537124634,0.42105722427368164,0.5051308870315552
right_ear,0.47367238998413086,0.4043648838996887,0.6910226345062256
left_shoulder,0.6766459345817566,0.5705848336219788,0.7125005722045898
right_shoulder,0.38735538721084595,0.5340602397918701,0.7408632040023804
left_elbow,0.642844021320343,0.8236479163169861,0.6600597500801086
right_elbow,0.2831118106842041,0.7366694211959839,0.7771202921867371
left_wrist,0.46187102794647217,0.864701509475708,0.20117934048175812
right_wrist,0.09863078594207764,0.8670946359634399,0.624575674533844
left_hip,0.5553389191627502,0.9152881503105164,0.47670072317123413
right_hip,0.3701061010360718,0.8935151100158691,0.6187896132469177
left_knee,0.3747081756591797,0.8514346480369568,0.14112401008605957
right_knee,0.05728551000356674,0.9020316004753113,0.1641308069229126
left_ankle,0.30660876631736755,0.873062014579773,0.11661308258771896
right_ankle,0.3078565001487732,0.8757600784301758,0.05808046832680702
