keypoint,x,y,score
nose,0.38838037848472595,0.45422670245170593,0.6783275604248047
left_eye,0.4234606921672821,0.4224160611629486,0.5435938239097595
right_eye,0.36711403727531433,0.42608481645584106,0.6639361381530762
left_ear,0.49373945593833923,0.4402915835380554,0.7153307199478149
right_ear,0.3646528720855713,0.4443512558937073,0.6551988124847412
left_shoulder,0.5933250188827515,0.5431675910949707,0.6455463767051697
right_shoulder,0.31465932726860046,0.570966362953186,0.7998576760292053
left_elbow,0.6614205241203308,0.7851028442382812,0.4793154299259186
right_elbow,0.1622605174779892,0.7230179309844971,0.6532199382781982
left_wrist,0.587338924407959,0.8834713697433472,0.0997920036315918
right_wrist,0.026312708854675293,0.8235117197036743,0.30639082193374634
left_hip,0.5687112808227539,0.8948470950126648,0.4391312897205353
right_hip,0.3904927372932434,0.8773742914199829,0.4943558871746063
left_knee,0.5047143697738647,0.8571810126304626,0.10981694608926773
right_knee,0.27420786023139954,0.8542516231536865,0.10868796706199646
left_ankle,0.4364287853240967,0.8680378198623657,0.08452243357896805
right_ankle,0.3050149083137512,0.870113730430603,0.06963130831718445
