keypoint,x,y,score
nose,0.3957430124282837,0.43566522002220154,0.33009329438209534
left_eye,0.4306952655315399,0.40763163566589355,0.6346219778060913
right_eye,0.37772607803344727,0.4094878137111664,0.6592985391616821
left_ear,0.5048696398735046,0.4230361878871918,0.7552286982536316
right_ear,0.37967419624328613,0.4211869239807129,0.5052449703216553
left_shoulder,0.6032117009162903,0.5540156364440918,0.6223192811012268
right_shoulder,0.3337523639202118,0.5800707936286926,0.707703173160553
left_elbow,0.7374042272567749,0.7504146099090576,0.4355106055736542
right_elbow,0.17430368065834045,0.7201621532440186,0.5111263394355774
left_wrist,0.7566053867340088,0.867635190486908,0.35888439416885376
right_wrist,0.022468220442533493,0.8311974406242371,0.24681280553340912
left_hip,0.5835896134376526,0.922702431678772,0.5188760757446289
right_hip,0.4058007597923279,0.9141926169395447,0.5104721188545227
left_knee,0.5535907745361328,0.8710858821868896,0.06399701535701752
right_knee,0.26138490438461304,0.8832669258117676,0.04289580136537552
left_ankle,0.462238609790802,0.8684285879135132,0.05878135561943054
right_ankle,0.3296530544757843,0.8583304286003113,0.06869979947805405
