keypoint,x,y,score
nose,0.2582361102104187,0.4719478487968445,0.6537068486213684
left_eye,0.2987692654132843,0.4325518310070038,0.688496470451355
right_eye,0.2456977367401123,0.43599531054496765,0.6758040189743042
left_ear,0.4026469588279724,0.42928752303123474,0.8085877895355225
right_ear,0.26981982588768005,0.4387407898902893,0.49471840262413025
left_shoulder,0.5408225655555725,0.6126710176467896,0.7350258231163025
right_shoulder,0.2221893072128296,0.5861668586730957,0.6296268701553345
left_elbow,0.5509535074234009,0.8770806789398193,0.38474971055984497
right_elbow,0.05479275435209274,0.8074448108673096,0.34688135981559753
left_wrist,0.28274959325790405,0.8638193011283875,0.26860544085502625
right_wrist,0.08972310274839401,0.8462915420532227,0.12696625292301178
left_hip,0.46694695949554443,0.9220334887504578,0.2055172324180603
right_hip,0.28393232822418213,0.894333004951477,0.3726949989795685
left_knee,0.28661224246025085,0.8587110042572021,0.12613019347190857
right_knee,0.02491983398795128,0.873153805732727,0.08289755880832672
left_ankle,0.2272171676158905,0.863311231136322,0.09627653658390045
right_ankle,0.21526114642620087,0.8624164462089539,0.16578224301338196
