keypoint,x,y,score
nose,0.4868795871734619,0.43616506457328796,0.5770339369773865
left_eye,0.5152184367179871,0.4182862639427185,0.4602559804916382
right_eye,0.4777686297893524,0.41710492968559265,0.508784830570221
left_ear,0.5790079832077026,0.43365776538848877,0.6775745749473572
right_ear,0.4859653413295746,0.4261183738708496,0.6838580965995789
left_shoulder,0.6574416756629944,0.531461775302887,0.742779552936554
right_shoulder,0.4222438335418701,0.5333850979804993,0.8783370852470398
left_elbow,0.8231797218322754,0.515566349029541,0.7476038932800293
right_elbow,0.28530070185661316,0.5734989047050476,0.7092089653015137
left_wrist,0.6890079975128174,0.42204153537750244,0.5974626541137695
right_wrist,0.2245611548423767,0.5222945809364319,0.6496176719665527
left_hip,0.5940507650375366,0.8615595698356628,0.8249293565750122
right_hip,0.42898592352867126,0.8459322452545166,0.7395970225334167
left_knee,0.5365276336669922,0.8778467178344727,0.0246842373162508
right_knee,0.27708256244659424,0.8467311859130859,0.0772366002202034
left_ankle,0.439287006855011,0.8399337530136108,0.0471954345703125
right_ankle,0.273293673992157,0.8559357523918152,0.020476361736655235
