head_x,left_shoulder_x,left_elbow_x,right_shoulder_x,right_elbow_x,left_hand_x,right_hand_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_foot_x,right_foot_x,head_y,left_shoulder_y,left_elbow_y,right_shoulder_y,right_elbow_y,left_hand_y,right_hand_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_foot_y,right_foot_y,head_xk,left_shoulder_xk,left_elbow_xk,right_shoulder_xk,right_elbow_xk,left_hand_xk,right_hand_xk,left_hip_xk,right_hip_xk,left_knee_xk,right_knee_xk,left_foot_xk,right_foot_xk,head_yk,left_shoulder_yk,left_elbow_yk,right_shoulder_yk,right_elbow_yk,left_hand_yk,right_hand_yk,left_hip_yk,right_hip_yk,left_knee_yk,right_knee_yk,left_foot_yk,right_foot_yk
,,0.5586821436882019,0.4142168462276459,0.5734279155731201,0.4754631519317627,0.49432796239852905,0.41957756876945496,0.4719032943248749,0.475924015045166,,,,,0.5380945205688477,0.5374636650085449,0.4987388253211975,0.5370771288871765,0.5461357235908508,0.6452857255935669,0.49504750967025757,0.6458938121795654,,,,,,,0.5586821436882019,0.4142168462276459,0.5734279155731201,0.4754631519317627,0.49432796239852905,0.41957756876945496,0.4719032943248749,0.475924015045166,,,,,0.5380945205688477,0.5374636650085449,0.4987388253211975,0.5370771288871765,0.5461357235908508,0.6452857255935669,0.49504750967025757,0.6458938121795654,,,,
,,0.5577802658081055,0.4152275323867798,0.5703754425048828,0.47122514247894287,0.49005967378616333,0.41417860984802246,0.4724063277244568,0.47303828597068787,,,,,0.5363105535507202,0.5358951091766357,0.493106484413147,0.5358735918998718,0.5465071201324463,0.6468719244003296,0.4935818910598755,0.64066481590271,,,,,,,0.5577802658081055,0.4152275323867798,0.5703754425048828,0.47122514247894287,0.49005967378616333,0.41417860984802246,0.4724063277244568,0.47303828597068787,,,,,0.5363105535507202,0.5358951091766357,0.493106484413147,0.5358735918998718,0.5465071201324463,0.6468719244003296,0.4935818910598755,0.64066481590271,,,,
,,0.5625803470611572,0.41196414828300476,0.5935600399971008,0.4499180316925049,0.49461400508880615,0.4130561947822571,0.462785542011261,0.4473963677883148,,,,,0.5437321066856384,0.5201879143714905,0.4956069588661194,0.5206681489944458,0.5512167811393738,0.636185348033905,0.49536725878715515,0.6308736801147461,,,,,,,0.5625803470611572,0.41196414828300476,0.5935600399971008,0.4499180316925049,0.49461400508880615,0.4130561947822571,0.462785542011261,0.4473963677883148,,,,,0.5437321066856384,0.5201879143714905,0.4956069588661194,0.5206681489944458,0.5512167811393738,0.636185348033905,0.49536725878715515,0.6308736801147461,,,,
,,0.5653852820396423,0.3998478055000305,0.6130989193916321,0.35945257544517517,0.5009154081344604,0.4002262353897095,0.44849321246147156,0.3592216968536377,,,,,0.5376039147377014,0.5192599892616272,0.49603307247161865,0.5207608342170715,0.547699511051178,0.6465947031974792,0.4916866421699524,0.6428111791610718,,,,,,,0.5653852820396423,0.3998478055000305,0.6130989193916321,0.35945257544517517,0.5009154081344604,0.4002262353897095,0.44849321246147156,0.3592216968536377,,,,,0.5376039147377014,0.5192599892616272,0.49603307247161865,0.5207608342170715,0.547699511051178,0.6465947031974792,0.4916866421699524,0.6428111791610718,,,,
,,0.5680891871452332,0.3909294307231903,0.594089150428772,0.3228030800819397,0.49882692098617554,0.39700204133987427,0.4823279082775116,0.3240765929222107,,,,,0.5407558083534241,0.5276076197624207,0.4958416819572449,0.5260298252105713,0.5483195185661316,0.6402430534362793,0.4943656921386719,0.6372154951095581,,,,,,,0.5680891871452332,0.3909294307231903,0.594089150428772,0.3228030800819397,0.49882692098617554,0.39700204133987427,0.4823279082775116,0.3240765929222107,,,,,0.5407558083534241,0.5276076197624207,0.4958416819572449,0.5260298252105713,0.5483195185661316,0.6402430534362793,0.4943656921386719,0.6372154951095581,,,,
,,0.5720806121826172,0.3886556625366211,0.57947838306427,0.3160685896873474,0.5003072023391724,0.3947651982307434,0.4878929853439331,0.3187786936759949,,,,,0.5470882654190063,0.5234777331352234,0.4979017972946167,0.5203664898872375,0.5460269451141357,0.6386318206787109,0.49325817823410034,0.6331055164337158,,,,,,,0.5720806121826172,0.3886556625366211,0.57947838306427,0.3160685896873474,0.5003072023391724,0.3947651982307434,0.4878929853439331,0.3187786936759949,,,,,0.5470882654190063,0.5234777331352234,0.4979017972946167,0.5203664898872375,0.5460269451141357,0.6386318206787109,0.49325817823410034,0.6331055164337158,,,,
,,0.5757355690002441,0.3852624297142029,0.5955913662910461,0.3037359416484833,0.5013256072998047,0.38824042677879333,0.4867377281188965,0.3130139112472534,,,,,0.5464972853660583,0.5191723108291626,0.4963974356651306,0.5162222385406494,0.549045205116272,0.6326688528060913,0.49445635080337524,0.6288655400276184,,,,,,,0.5757355690002441,0.3852624297142029,0.5955913662910461,0.3037359416484833,0.5013256072998047,0.38824042677879333,0.4867377281188965,0.3130139112472534,,,,,0.5464972853660583,0.5191723108291626,0.4963974356651306,0.5162222385406494,0.549045205116272,0.6326688528060913,0.49445635080337524,0.6288655400276184,,,,
,,0.5645672082901001,0.3988262116909027,0.5939359068870544,0.34091663360595703,0.5031265020370483,0.402119517326355,0.4906819760799408,0.334826797246933,,,,,0.5448713302612305,0.5365936756134033,0.49752160906791687,0.5369302034378052,0.5613650679588318,0.6563765406608582,0.4934302270412445,0.6556060314178467,,,,,,,0.5645672082901001,0.3988262116909027,0.5939359068870544,0.34091663360595703,0.5031265020370483,0.402119517326355,0.4906819760799408,0.334826797246933,,,,,0.5448713302612305,0.5365936756134033,0.49752160906791687,0.5369302034378052,0.5613650679588318,0.6563765406608582,0.4934302270412445,0.6556060314178467,,,,
,,0.565997838973999,0.43198463320732117,0.5990436673164368,0.37360748648643494,0.4942246079444885,0.4293919503688812,0.4853768050670624,0.3592566251754761,,,,,0.5464674234390259,0.5623693466186523,0.49888747930526733,0.5650310516357422,0.5832515954971313,0.641974925994873,0.4898237884044647,0.6517882943153381,,,,,,,0.565997838973999,0.43198463320732117,0.5990436673164368,0.37360748648643494,0.4942246079444885,0.4293919503688812,0.4853768050670624,0.3592566251754761,,,,,0.5464674234390259,0.5623693466186523,0.49888747930526733,0.5650310516357422,0.5832515954971313,0.641974925994873,0.4898237884044647,0.6517882943153381,,,,
,,0.5631385445594788,0.4622057378292084,0.6080689430236816,0.40664756298065186,0.48942357301712036,0.4563390910625458,0.48136335611343384,0.3949434161186218,,,,,0.5421082377433777,0.5939390659332275,0.4997568130493164,0.5928952693939209,0.5941899418830872,0.6674837470054626,0.49246078729629517,0.654984712600708,,,,,,,0.5631385445594788,0.4622057378292084,0.6080689430236816,0.40664756298065186,0.48942357301712036,0.4563390910625458,0.48136335611343384,0.3949434161186218,,,,,0.5421082377433777,0.5939390659332275,0.4997568130493164,0.5928952693939209,0.5941899418830872,0.6674837470054626,0.49246078729629517,0.654984712600708,,,,
