head_x,left_shoulder_x,left_elbow_x,right_shoulder_x,right_elbow_x,left_hand_x,right_hand_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_foot_x,right_foot_x,head_y,left_shoulder_y,left_elbow_y,right_shoulder_y,right_elbow_y,left_hand_y,right_hand_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_foot_y,right_foot_y,head_xk,left_shoulder_xk,left_elbow_xk,right_shoulder_xk,right_elbow_xk,left_hand_xk,right_hand_xk,left_hip_xk,right_hip_xk,left_knee_xk,right_knee_xk,left_foot_xk,right_foot_xk,head_yk,left_shoulder_yk,left_elbow_yk,right_shoulder_yk,right_elbow_yk,left_hand_yk,right_hand_yk,left_hip_yk,right_hip_yk,left_knee_yk,right_knee_yk,left_foot_yk,right_foot_yk
,,0.5780516266822815,0.35893869400024414,0.6006770133972168,0.4240123927593231,0.511085569858551,0.36550337076187134,0.5045650005340576,0.4230876863002777,,,,,0.5718626976013184,0.4825967252254486,0.5228754281997681,0.4818341135978699,0.564263105392456,0.5581433773040771,0.5290154218673706,0.5564782619476318,,,,,,,0.5780516266822815,0.35893869400024414,0.6006770133972168,0.4240123927593231,0.511085569858551,0.36550337076187134,0.5045650005340576,0.4230876863002777,,,,,0.5718626976013184,0.4825967252254486,0.5228754281997681,0.4818341135978699,0.564263105392456,0.5581433773040771,0.5290154218673706,0.5564782619476318,,,,
,,0.5769937038421631,0.3573116064071655,0.600662112236023,0.42112696170806885,0.5087971091270447,0.3633723855018616,0.5041408538818359,0.4208870530128479,,,,,0.5715629458427429,0.4831618070602417,0.5210000276565552,0.48301181197166443,0.5663994550704956,0.5598068237304688,0.5286914110183716,0.5600601434707642,,,,,,,0.5769937038421631,0.3573116064071655,0.600662112236023,0.42112696170806885,0.5087971091270447,0.3633723855018616,0.5041408538818359,0.4208870530128479,,,,,0.5715629458427429,0.4831618070602417,0.5210000276565552,0.48301181197166443,0.5663994550704956,0.5598068237304688,0.5286914110183716,0.5600601434707642,,,,
,,0.5767176151275635,0.3568536043167114,0.6000809669494629,0.42129355669021606,0.5082317590713501,0.36273902654647827,0.5044246912002563,0.42099401354789734,,,,,0.5712598562240601,0.4834650456905365,0.5206154584884644,0.48331698775291443,0.5666826367378235,0.5603914260864258,0.5293047428131104,0.5608875751495361,,,,,,,0.5767176151275635,0.3568536043167114,0.6000809669494629,0.42129355669021606,0.5082317590713501,0.36273902654647827,0.5044246912002563,0.42099401354789734,,,,,0.5712598562240601,0.4834650456905365,0.5206154584884644,0.48331698775291443,0.5666826367378235,0.5603914260864258,0.5293047428131104,0.5608875751495361,,,,
,,0.5781960487365723,0.3571550250053406,0.5993796586990356,0.4225895404815674,0.5123875737190247,0.3632226586341858,0.5057852268218994,0.41961562633514404,,,,,0.5738585591316223,0.4816057085990906,0.5235449075698853,0.4812728762626648,0.5695574283599854,0.559162974357605,0.535804033279419,0.557502269744873,,,,,,,0.5781960487365723,0.3571550250053406,0.5993796586990356,0.4225895404815674,0.5123875737190247,0.3632226586341858,0.5057852268218994,0.41961562633514404,,,,,0.5738585591316223,0.4816057085990906,0.5235449075698853,0.4812728762626648,0.5695574283599854,0.559162974357605,0.535804033279419,0.557502269744873,,,,
,,0.578333854675293,0.3580707013607025,0.599511444568634,0.4219151735305786,0.5129175186157227,0.36386364698410034,0.5049877166748047,0.4184373617172241,,,,,0.572937548160553,0.4819794297218323,0.5230034589767456,0.4816729426383972,0.5695858597755432,0.5537890791893005,0.5351554751396179,0.5582407116889954,,,,,,,0.578333854675293,0.3580707013607025,0.599511444568634,0.4219151735305786,0.5129175186157227,0.36386364698410034,0.5049877166748047,0.4184373617172241,,,,,0.572937548160553,0.4819794297218323,0.5230034589767456,0.4816729426383972,0.5695858597755432,0.5537890791893005,0.5351554751396179,0.5582407116889954,,,,
,,0.5773086547851562,0.35543903708457947,0.6001317501068115,0.41921448707580566,0.5098909139633179,0.36220604181289673,0.5044373273849487,0.41936153173446655,,,,,0.5712909698486328,0.4840274453163147,0.5225012302398682,0.48322758078575134,0.5722596049308777,0.5548298358917236,0.5306383371353149,0.5593297481536865,,,,,,,0.5773086547851562,0.35543903708457947,0.6001317501068115,0.41921448707580566,0.5098909139633179,0.36220604181289673,0.5044373273849487,0.41936153173446655,,,,,0.5712909698486328,0.4840274453163147,0.5225012302398682,0.48322758078575134,0.5722596049308777,0.5548298358917236,0.5306383371353149,0.5593297481536865,,,,
,,0.5768207907676697,0.355910986661911,0.5996906757354736,0.4212486445903778,0.5112606287002563,0.36291512846946716,0.5034984350204468,0.41958820819854736,,,,,0.5705976486206055,0.48377761244773865,0.52309650182724,0.48320168256759644,0.5697312355041504,0.5540462732315063,0.5305280685424805,0.5587635040283203,,,,,,,0.5768207907676697,0.355910986661911,0.5996906757354736,0.4212486445903778,0.5112606287002563,0.36291512846946716,0.5034984350204468,0.41958820819854736,,,,,0.5705976486206055,0.48377761244773865,0.52309650182724,0.48320168256759644,0.5697312355041504,0.5540462732315063,0.5305280685424805,0.5587635040283203,,,,
,,0.577311635017395,0.3574569821357727,0.5992046594619751,0.41478535532951355,0.5107837319374084,0.36212944984436035,0.5019873380661011,0.4132470488548279,,,,,0.5715461373329163,0.4858643412590027,0.5221875905990601,0.4849683940410614,0.5743082761764526,0.5564483404159546,0.5298881530761719,0.5606303215026855,,,,,,,0.577311635017395,0.3574569821357727,0.5992046594619751,0.41478535532951355,0.5107837319374084,0.36212944984436035,0.5019873380661011,0.4132470488548279,,,,,0.5715461373329163,0.4858643412590027,0.5221875905990601,0.4849683940410614,0.5743082761764526,0.5564483404159546,0.5298881530761719,0.5606303215026855,,,,
,,0.5743486285209656,0.3557577133178711,0.5981042385101318,0.4112982153892517,0.5079197287559509,0.35917574167251587,0.5002834796905518,0.4128931164741516,,,,,0.5669482946395874,0.4812837243080139,0.5166447758674622,0.4808444678783417,0.5687752366065979,0.5536270141601562,0.5246825814247131,0.5559716820716858,,,,,,,0.5743486285209656,0.3557577133178711,0.5981042385101318,0.4112982153892517,0.5079197287559509,0.35917574167251587,0.5002834796905518,0.4128931164741516,,,,,0.5669482946395874,0.4812837243080139,0.5166447758674622,0.4808444678783417,0.5687752366065979,0.5536270141601562,0.5246825814247131,0.5559716820716858,,,,
,,0.580082893371582,0.3567084074020386,0.6161099076271057,0.4022008776664734,0.5036522150039673,0.3530658483505249,0.4860544204711914,0.3905348479747772,,,,,0.5704912543296814,0.48048409819602966,0.5151958465576172,0.480403870344162,0.5732128620147705,0.5592212677001953,0.5269718170166016,0.5623674988746643,,,,,,,0.580082893371582,0.3567084074020386,0.6161099076271057,0.4022008776664734,0.5036522150039673,0.3530658483505249,0.4860544204711914,0.3905348479747772,,,,,0.5704912543296814,0.48048409819602966,0.5151958465576172,0.480403870344162,0.5732128620147705,0.5592212677001953,0.5269718170166016,0.5623674988746643,,,,
