head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
,,0.48163002729415894,0.3034519553184509,0.4960141181945801,0.32114481925964355,0.47450774908065796,0.30654704570770264,0.4688255786895752,0.32134851813316345,,,,,0.4988439977169037,0.35895010828971863,0.4933277368545532,0.3612876534461975,0.49469324946403503,0.3829880356788635,0.48969197273254395,0.38312333822250366,,,,
,,0.47766274213790894,0.29887059330940247,0.47128355503082275,0.317447692155838,0.4774743914604187,0.3002510070800781,0.4929797649383545,0.32079747319221497,,,,,0.48952996730804443,0.35131168365478516,0.494720995426178,0.35501930117607117,0.490731805562973,0.3765121102333069,0.49487388134002686,0.3765185475349426,,,,
,,0.4785038232803345,0.3006995916366577,0.47145265340805054,0.3153194785118103,0.47710108757019043,0.30262473225593567,0.4937288761138916,0.3225594162940979,,,,,0.49639078974723816,0.3575338125228882,0.4962952136993408,0.3599519431591034,0.49396631121635437,0.38000965118408203,0.49522340297698975,0.3798273801803589,,,,
,,0.5074662566184998,0.34538742899894714,0.5038498044013977,0.34426969289779663,0.5063260197639465,0.3488808870315552,0.4997332692146301,0.3441008925437927,,,,,0.5090154409408569,0.3927260637283325,0.5059049129486084,0.3936500549316406,0.5099825859069824,0.44868165254592896,0.5043618083000183,0.41152793169021606,,,,
,,0.5055997371673584,0.3528789281845093,0.5025256872177124,0.34729325771331787,0.5073114037513733,0.35687586665153503,0.5005663633346558,0.3472153842449188,,,,,0.5136460661888123,0.447274386882782,0.5120476484298706,0.4488105773925781,0.5004593729972839,0.5822741985321045,0.5035026669502258,0.5806970000267029,,,,
,,0.5118304491043091,0.34732627868652344,0.5116925239562988,0.3441823422908783,0.5063601732254028,0.35040003061294556,0.5023845434188843,0.3438354432582855,,,,,0.4975614547729492,0.4993849992752075,0.4994058609008789,0.5011082887649536,0.4933176040649414,0.5798680186271667,0.4913181662559509,0.5801509022712708,,,,
,,0.4901575446128845,0.3039036989212036,0.5078847408294678,0.31800663471221924,0.48306941986083984,0.3071805536746979,0.4717685580253601,0.30884110927581787,,,,,0.5119983553886414,0.3683127760887146,0.5054314136505127,0.3701290488243103,0.510094404220581,0.39142173528671265,0.5005820989608765,0.3930854797363281,,,,
,,0.4901329278945923,0.2992691695690155,0.5027029514312744,0.3105425536632538,0.49195754528045654,0.30400705337524414,0.47254252433776855,0.3080768287181854,,,,,0.5113966464996338,0.3641209006309509,0.5060427188873291,0.36580389738082886,0.5090668201446533,0.3874821364879608,0.5021860003471375,0.3889428377151489,,,,
,,0.5013545751571655,0.3430401682853699,0.49983352422714233,0.35185205936431885,0.5110564827919006,0.343988299369812,0.5082097053527832,0.3500305414199829,,,,,0.5081609487533569,0.3938310146331787,0.5119007229804993,0.39444923400878906,0.5020718574523926,0.4355472922325134,0.5088472962379456,0.39395031332969666,,,,
,,0.5031149983406067,0.3443548381328583,0.5032998323440552,0.35297882556915283,0.5124949216842651,0.34410375356674194,0.5096405744552612,0.35153907537460327,,,,,0.5107464790344238,0.3904639482498169,0.5134015679359436,0.39070212841033936,0.5037068128585815,0.388993501663208,0.5101478695869446,0.3893412947654724,,,,
,,0.49628186225891113,0.3212888240814209,0.5022933483123779,0.3422659635543823,0.5041800737380981,0.32331013679504395,0.5032424926757812,0.34193119406700134,,,,,0.5052639245986938,0.37870776653289795,0.5045852661132812,0.37924668192863464,0.4983046054840088,0.3838789463043213,0.500683605670929,0.38413533568382263,,,,
,,0.4758239686489105,0.2982856035232544,0.4679426848888397,0.3168192207813263,0.4803723096847534,0.3018876314163208,0.5013465881347656,0.3388083577156067,,,,,0.4998171031475067,0.3621542155742645,0.5005630254745483,0.3641429841518402,0.4965599477291107,0.3805430829524994,0.495009183883667,0.3802228569984436,,,,
,,0.4749162197113037,0.29504644870758057,0.4638383090496063,0.3124091625213623,0.5046764612197876,0.30326929688453674,0.4801080822944641,0.3107817769050598,,,,,0.49950116872787476,0.35868343710899353,0.5102332234382629,0.36018550395965576,0.49778807163238525,0.37560051679611206,0.5113447308540344,0.37811195850372314,,,,
,,0.6457929611206055,0.47388821840286255,0.6504024863243103,0.49265193939208984,0.6478197574615479,0.47162026166915894,0.6436161994934082,0.4879043698310852,,,,,0.6527563333511353,0.516309380531311,0.6512320041656494,0.5180175304412842,0.6535295844078064,0.5298078060150146,0.652493953704834,0.5307022333145142,,,,
,,0.4811464250087738,0.3064219653606415,0.5058287382125854,0.3418444097042084,0.4808747172355652,0.30821678042411804,0.5009499788284302,0.34184902906417847,,,,,0.5050272941589355,0.3743602931499481,0.5012140274047852,0.3743048906326294,0.49967026710510254,0.3843580484390259,0.4989231526851654,0.38464272022247314,,,,
,,0.4655652940273285,0.3024516701698303,0.4573344588279724,0.3241509199142456,0.506489634513855,0.31170469522476196,0.5096210837364197,0.3394821584224701,,,,,0.4862992763519287,0.3621121346950531,0.5058261752128601,0.3652009665966034,0.4911230206489563,0.37740808725357056,0.5060429573059082,0.37994369864463806,,,,
,,0.46675023436546326,0.30241405963897705,0.45784538984298706,0.31979674100875854,0.4823286533355713,0.3050406575202942,0.5075734853744507,0.33974796533584595,,,,,0.48668357729911804,0.3612930476665497,0.5032767653465271,0.3659568727016449,0.4926982820034027,0.3786435127258301,0.5001447796821594,0.37891218066215515,,,,
,,0.5183966159820557,0.3961520195007324,0.5186796188354492,0.3822587728500366,0.4768180251121521,0.39314037561416626,0.470834344625473,0.37668490409851074,,,,,0.5172548294067383,0.49921566247940063,0.4857897460460663,0.4987366199493408,0.5041835308074951,0.5906417965888977,0.4864388108253479,0.5884608626365662,,,,
,,0.4993886351585388,0.3681524395942688,0.49856942892074585,0.3528498411178589,0.5024217367172241,0.3707018494606018,0.5012927651405334,0.3534473776817322,,,,,0.5000959038734436,0.49504193663597107,0.5011172294616699,0.49894413352012634,0.49731704592704773,0.5762060880661011,0.49617964029312134,0.5778435468673706,,,,
,,0.4736572504043579,0.30709317326545715,0.5077547430992126,0.3425038754940033,0.4770323932170868,0.3083837926387787,0.506111741065979,0.34274840354919434,,,,,0.5027410984039307,0.36837637424468994,0.5016361474990845,0.36954057216644287,0.5050079226493835,0.38541489839553833,0.5019829273223877,0.3863925337791443,,,,
,,0.5158255696296692,0.40352603793144226,0.513934850692749,0.37737664580345154,0.49686479568481445,0.4083351492881775,0.4951793849468231,0.3785620629787445,,,,,0.5172882080078125,0.5153659582138062,0.5043888688087463,0.5196652412414551,0.5136759281158447,0.6003361940383911,0.500834047794342,0.5985059142112732,,,,
,,0.5113641619682312,0.40959644317626953,0.5074108839035034,0.37879428267478943,0.5061302185058594,0.4159155786037445,0.49711447954177856,0.38053441047668457,,,,,0.5133132934570312,0.5240405201911926,0.5100785493850708,0.5241325497627258,0.5114696025848389,0.6013016700744629,0.5040732026100159,0.6032608151435852,,,,
,,0.5069935321807861,0.4502335786819458,0.49401384592056274,0.3758409023284912,0.5275061130523682,0.4566325843334198,0.49852871894836426,0.3767563998699188,,,,,0.5083640217781067,0.5425705909729004,0.524401843547821,0.5462813377380371,0.501596212387085,0.6141375303268433,0.5180617570877075,0.6164126992225647,,,,
,,0.5000033378601074,0.5001469254493713,0.48828965425491333,0.5181953310966492,0.5442972183227539,0.48685452342033386,0.5353221893310547,0.5197749137878418,,,,,0.5044965744018555,0.5509945154190063,0.5279223918914795,0.5519921183586121,0.4963243901729584,0.610743522644043,0.5187027454376221,0.615249514579773,,,,
,,0.5186648964881897,0.5413221120834351,0.5190650224685669,0.5577678680419922,0.5132310390472412,0.5411121249198914,0.5146266222000122,0.55720055103302,,,,,0.5211828351020813,0.5835057497024536,0.5185753107070923,0.5844948291778564,0.5146916508674622,0.6196677088737488,0.5126793384552002,0.6203197836875916,,,,
,,0.51069575548172,0.500141978263855,0.5021822452545166,0.5183364748954773,0.5321105718612671,0.5021383762359619,0.5315825939178467,0.5179522037506104,,,,,0.5238600969314575,0.5529886484146118,0.5365265607833862,0.555988073348999,0.5123971700668335,0.6108703017234802,0.518747866153717,0.6133639812469482,,,,
,,0.5100312232971191,0.47894689440727234,0.4977584481239319,0.5132580399513245,0.5451645851135254,0.4805435538291931,0.5355692505836487,0.5133094191551208,,,,,0.5188460350036621,0.5486555099487305,0.539806604385376,0.5516209602355957,0.5028636455535889,0.610924243927002,0.520812451839447,0.6128054261207581,,,,
,,0.5362033843994141,0.4370107352733612,0.5418562889099121,0.39787527918815613,0.49522918462753296,0.4318109154701233,0.4840894639492035,0.38012176752090454,,,,,0.5323780179023743,0.5353525876998901,0.5041494965553284,0.535183310508728,0.5293686985969543,0.6052462458610535,0.5018429756164551,0.6044137477874756,,,,
,,0.5309399366378784,0.42791080474853516,0.5403728485107422,0.39650461077690125,0.5101519823074341,0.4292869567871094,0.48832064867019653,0.38538631796836853,,,,,0.5281297564506531,0.5357778668403625,0.5135160684585571,0.5369641184806824,0.5232235789299011,0.6070396900177002,0.5056977272033691,0.6093123555183411,,,,
