head_xpn,left_shoulder_xpn,left_elbow_xpn,right_shoulder_xpn,right_elbow_xpn,left_hand_xpn,right_hand_xpn,left_hip_xpn,right_hip_xpn,left_knee_xpn,right_knee_xpn,left_foot_xpn,right_foot_xpn,head_ypn,left_shoulder_ypn,left_elbow_ypn,right_shoulder_ypn,right_elbow_ypn,left_hand_ypn,right_hand_ypn,left_hip_ypn,right_hip_ypn,left_knee_ypn,right_knee_ypn,left_foot_ypn,right_foot_ypn,head_xk,left_shoulder_xk,left_elbow_xk,right_shoulder_xk,right_elbow_xk,left_hand_xk,right_hand_xk,left_hip_xk,right_hip_xk,left_knee_xk,right_knee_xk,left_foot_xk,right_foot_xk,head_yk,left_shoulder_yk,left_elbow_yk,right_shoulder_yk,right_elbow_yk,left_hand_yk,right_hand_yk,left_hip_yk,right_hip_yk,left_knee_yk,right_knee_yk,left_foot_yk,right_foot_yk
,,0.5525025129318237,0.4128737151622772,0.5659081935882568,0.47171008586883545,0.47958308458328247,0.4167381525039673,0.4552822709083557,0.47747117280960083,,,,,0.5386680960655212,0.5463964939117432,0.4950678050518036,0.5453678965568542,0.540980339050293,0.6483696103096008,0.4805915355682373,0.6473239064216614,,,,,,,0.5525025129318237,0.4128737151622772,0.5659081935882568,0.47171008586883545,0.47958308458328247,0.4167381525039673,0.4552822709083557,0.47747117280960083,,,,,0.5386680960655212,0.5463964939117432,0.4950678050518036,0.5453678965568542,0.540980339050293,0.6483696103096008,0.4805915355682373,0.6473239064216614,,,,
,,0.5523223280906677,0.4176345467567444,0.5679638385772705,0.472365140914917,0.4792170524597168,0.4164416790008545,0.4538869857788086,0.4728280305862427,,,,,0.5379775166511536,0.5443712472915649,0.4956526458263397,0.542949914932251,0.5406819581985474,0.6442888975143433,0.4812471568584442,0.6420563459396362,,,,,,,0.5523223280906677,0.4176345467567444,0.5679638385772705,0.472365140914917,0.4792170524597168,0.4164416790008545,0.4538869857788086,0.4728280305862427,,,,,0.5379775166511536,0.5443712472915649,0.4956526458263397,0.542949914932251,0.5406819581985474,0.6442888975143433,0.4812471568584442,0.6420563459396362,,,,
,,0.552773118019104,0.4174833297729492,0.5663836002349854,0.47306615114212036,0.47949010133743286,0.41706395149230957,0.4544585645198822,0.4793127775192261,,,,,0.5395215153694153,0.5459727048873901,0.49570125341415405,0.5439634323120117,0.5417633056640625,0.6477729082107544,0.48080742359161377,0.646938681602478,,,,,,,0.552773118019104,0.4174833297729492,0.5663836002349854,0.47306615114212036,0.47949010133743286,0.41706395149230957,0.4544585645198822,0.4793127775192261,,,,,0.5395215153694153,0.5459727048873901,0.49570125341415405,0.5439634323120117,0.5417633056640625,0.6477729082107544,0.48080742359161377,0.646938681602478,,,,
,,0.5526385307312012,0.41774070262908936,0.5686486959457397,0.4712844491004944,0.4796014726161957,0.4174046516418457,0.45439183712005615,0.47256743907928467,,,,,0.5375359654426575,0.545678973197937,0.49317431449890137,0.5430858135223389,0.5411998629570007,0.6464565992355347,0.48151838779449463,0.6462109684944153,,,,,,,0.5526385307312012,0.41774070262908936,0.5686486959457397,0.4712844491004944,0.4796014726161957,0.4174046516418457,0.45439183712005615,0.47256743907928467,,,,,0.5375359654426575,0.545678973197937,0.49317431449890137,0.5430858135223389,0.5411998629570007,0.6464565992355347,0.48151838779449463,0.6462109684944153,,,,
,,0.5563039779663086,0.4128272533416748,0.5881746411323547,0.4597799479961395,0.47516071796417236,0.41086697578430176,0.4420846104621887,0.45588284730911255,,,,,0.5470484495162964,0.5424768924713135,0.49969157576560974,0.5447288751602173,0.5442301034927368,0.6444796323776245,0.490516722202301,0.6449676752090454,,,,,,,0.5563039779663086,0.4128272533416748,0.5881746411323547,0.4597799479961395,0.47516071796417236,0.41086697578430176,0.4420846104621887,0.45588284730911255,,,,,0.5470484495162964,0.5424768924713135,0.49969157576560974,0.5447288751602173,0.5442301034927368,0.6444796323776245,0.490516722202301,0.6449676752090454,,,,
,,0.5452103018760681,0.4038864076137543,0.5996066927909851,0.40397876501083374,0.47953686118125916,0.401553750038147,0.4153936803340912,0.3966560363769531,,,,,0.5369864702224731,0.5327045917510986,0.4943513572216034,0.5339913964271545,0.5411073565483093,0.6327776908874512,0.48989588022232056,0.636748731136322,,,,,,,0.5452103018760681,0.4038864076137543,0.5996066927909851,0.40397876501083374,0.47953686118125916,0.401553750038147,0.4153936803340912,0.3966560363769531,,,,,0.5369864702224731,0.5327045917510986,0.4943513572216034,0.5339913964271545,0.5411073565483093,0.6327776908874512,0.48989588022232056,0.636748731136322,,,,
,,0.5569337606430054,0.4020185172557831,0.5946493744850159,0.3710552155971527,0.48349258303642273,0.40312764048576355,0.4392349421977997,0.37494146823883057,,,,,0.5458935499191284,0.5337156057357788,0.4914981722831726,0.5363184213638306,0.5448330640792847,0.6393897533416748,0.49343401193618774,0.6418957710266113,,,,,,,0.5569337606430054,0.4020185172557831,0.5946493744850159,0.3710552155971527,0.48349258303642273,0.40312764048576355,0.4392349421977997,0.37494146823883057,,,,,0.5458935499191284,0.5337156057357788,0.4914981722831726,0.5363184213638306,0.5448330640792847,0.6393897533416748,0.49343401193618774,0.6418957710266113,,,,
,,0.5526997447013855,0.396518349647522,0.5823819637298584,0.3262956142425537,0.4794512987136841,0.3965744972229004,0.4445837140083313,0.33638426661491394,,,,,0.5435635447502136,0.5428779125213623,0.4986008405685425,0.5449061393737793,0.5424566268920898,0.6419291496276855,0.492400586605072,0.6386725902557373,,,,,,,0.5526997447013855,0.396518349647522,0.5823819637298584,0.3262956142425537,0.4794512987136841,0.3965744972229004,0.4445837140083313,0.33638426661491394,,,,,0.5435635447502136,0.5428779125213623,0.4986008405685425,0.5449061393737793,0.5424566268920898,0.6419291496276855,0.492400586605072,0.6386725902557373,,,,
,,0.559266209602356,0.39785346388816833,0.5862486362457275,0.3595132827758789,0.49511975049972534,0.39953431487083435,0.4742377698421478,0.3352242708206177,,,,,0.5489078760147095,0.5408037900924683,0.5005010962486267,0.5396748781204224,0.54451984167099,0.639927089214325,0.4913595914840698,0.6352460384368896,,,,,,,0.559266209602356,0.39785346388816833,0.5862486362457275,0.3595132827758789,0.49511975049972534,0.39953431487083435,0.4742377698421478,0.3352242708206177,,,,,0.5489078760147095,0.5408037900924683,0.5005010962486267,0.5396748781204224,0.54451984167099,0.639927089214325,0.4913595914840698,0.6352460384368896,,,,
,,0.5555405616760254,0.3976566195487976,0.5849699378013611,0.35405296087265015,0.49139052629470825,0.40033501386642456,0.47593438625335693,0.3366224765777588,,,,,0.5472291111946106,0.5430141091346741,0.4969848096370697,0.5424676537513733,0.5447198152542114,0.6497704982757568,0.4912991225719452,0.6398746967315674,,,,,,,0.5555405616760254,0.3976566195487976,0.5849699378013611,0.35405296087265015,0.49139052629470825,0.40033501386642456,0.47593438625335693,0.3366224765777588,,,,,0.5472291111946106,0.5430141091346741,0.4969848096370697,0.5424676537513733,0.5447198152542114,0.6497704982757568,0.4912991225719452,0.6398746967315674,,,,
